query_id,query_text,search_intent,user_id,timestamp,device_type
8535,best Drama content,Informational,user_502,2024-02-22 02:00:00,Tablet
8536,watch Sci-Fi online,Entertainment,user_2958,2024-09-21 02:00:00,Mobile
8537,watch Comedy online,Informational,user_2259,2024-05-07 00:00:00,Desktop
8538,watch Sci-Fi online,Social,user_518,2024-12-24 23:00:00,Mobile
8539,best Action content,Transactional,user_1753,2024-11-06 07:00:00,Mobile
8540,Fantasy short drama,Informational,user_2414,2024-08-05 04:00:00,Desktop
8541,content short drama,Entertainment,user_1071,2024-03-14 01:00:00,Tablet
8542,watch Drama online,Social,user_3488,2024-06-26 17:00:00,Mobile
8543,best Fantasy content,Navigational,user_3719,2024-10-15 02:00:00,Mobile
8544,best video content,Informational,user_217,2024-09-20 01:00:00,Mobile
8545,best video content,Navigational,user_4775,2024-02-19 08:00:00,Mobile
8546,short drama short drama,Entertainment,user_4327,2024-11-14 03:00:00,Mobile
8547,best short drama content,Transactional,user_1076,2024-08-01 10:00:00,Mobile
8548,watch Horror online,Navigational,user_5000,2024-05-03 12:00:00,Mobile
8549,watch Action online,Transactional,user_4303,2024-09-30 20:00:00,Tablet
8550,best video content,Social,user_3212,2024-09-19 23:00:00,Desktop
8551,top rated Action series,Entertainment,user_2086,2024-10-21 13:00:00,Desktop
8552,Action short drama,Navigational,user_4101,2024-03-01 15:00:00,Tablet
8553,watch Comedy online,Transactional,user_650,2024-04-11 04:00:00,Desktop
8554,best Drama content,Informational,user_2116,2024-10-30 10:00:00,Mobile
8555,watch short drama online,Navigational,user_2023,2024-06-19 05:00:00,Desktop
8556,watch Romance online,Informational,user_1544,2024-07-06 08:00:00,Mobile
8557,Thriller short drama,Navigational,user_4081,2025-02-07 15:00:00,Desktop
8558,top rated content series,Navigational,user_256,2024-02-07 13:00:00,Mobile
8559,watch Sci-Fi online,Navigational,user_868,2024-02-29 00:00:00,Mobile
8560,Drama short drama,Navigational,user_2583,2024-01-15 22:00:00,Mobile
8561,Comedy short drama,Entertainment,user_227,2024-06-08 19:00:00,Tablet
8562,watch Sci-Fi online,Navigational,user_2065,2024-04-07 23:00:00,Mobile
8563,Thriller short drama,Social,user_2829,2024-02-15 04:00:00,Mobile
8564,watch Romance online,Transactional,user_4882,2024-01-03 19:00:00,Desktop
8565,best content content,Transactional,user_3139,2025-01-31 19:00:00,Mobile
8566,content short drama,Transactional,user_757,2024-03-11 14:00:00,Desktop
8567,content short drama,Entertainment,user_1219,2024-09-02 19:00:00,Mobile
8568,best Fantasy content,Entertainment,user_3989,2025-01-23 01:00:00,Desktop
8569,watch Comedy online,Entertainment,user_4176,2024-07-24 01:00:00,Tablet
8570,short drama short drama,Informational,user_1352,2024-10-14 18:00:00,Mobile
8571,top rated Thriller series,Navigational,user_4551,2024-11-11 14:00:00,Tablet
8572,top rated video series,Transactional,user_433,2024-08-19 04:00:00,Mobile
8573,content short drama,Transactional,user_2958,2024-12-16 12:00:00,Desktop
8574,best video content,Informational,user_780,2024-04-04 06:00:00,Mobile
8575,top rated Thriller series,Entertainment,user_2281,2025-02-20 11:00:00,Mobile
8576,watch Sci-Fi online,Social,user_2119,2024-03-06 22:00:00,Mobile
8577,Action short drama,Informational,user_458,2024-04-27 10:00:00,Tablet
8578,watch Thriller online,Entertainment,user_906,2024-08-12 11:00:00,Mobile
8579,watch Action online,Informational,user_3392,2024-01-05 15:00:00,Mobile
8580,top rated Drama series,Informational,user_2501,2024-12-24 12:00:00,Mobile
8581,Thriller short drama,Informational,user_3159,2024-11-03 23:00:00,Desktop
8582,best Action content,Transactional,user_36,2024-12-18 20:00:00,Mobile
8583,video short drama,Entertainment,user_2465,2024-02-07 00:00:00,Desktop
8584,best Action content,Informational,user_3986,2025-01-25 04:00:00,Mobile
8585,short drama short drama,Entertainment,user_290,2024-04-02 20:00:00,Mobile
8586,best Comedy content,Social,user_1584,2025-02-14 21:00:00,Desktop
8587,top rated Sci-Fi series,Transactional,user_266,2024-05-25 08:00:00,Mobile
8588,best content content,Transactional,user_3602,2024-07-05 02:00:00,Desktop
8589,watch Romance online,Entertainment,user_4715,2024-01-27 18:00:00,Mobile
8590,best Sci-Fi content,Navigational,user_2192,2024-09-03 22:00:00,Desktop
8591,top rated Fantasy series,Social,user_1931,2024-10-19 00:00:00,Tablet
8592,best Comedy content,Social,user_556,2024-06-11 04:00:00,Mobile
8593,Sci-Fi short drama,Navigational,user_793,2024-06-17 03:00:00,Desktop
8594,video short drama,Informational,user_3151,2024-06-30 14:00:00,Mobile
8595,best Action content,Navigational,user_4051,2024-05-11 04:00:00,Mobile
8596,watch Comedy online,Transactional,user_1573,2024-01-09 07:00:00,Tablet
8597,watch video online,Social,user_92,2024-12-04 19:00:00,Desktop
8598,best Fantasy content,Entertainment,user_2081,2024-05-31 14:00:00,Mobile
8599,best video content,Informational,user_4046,2024-06-06 16:00:00,Mobile
8600,Thriller short drama,Informational,user_4869,2024-08-03 03:00:00,Desktop
8601,best Comedy content,Navigational,user_538,2024-02-25 20:00:00,Desktop
8602,Fantasy short drama,Social,user_3108,2024-07-27 23:00:00,Mobile
8603,top rated Thriller series,Informational,user_581,2024-12-21 23:00:00,Mobile
8604,Sci-Fi short drama,Navigational,user_4369,2024-03-19 10:00:00,Desktop
8605,top rated Fantasy series,Entertainment,user_957,2024-07-16 01:00:00,Mobile
8606,Sci-Fi short drama,Informational,user_3493,2024-08-01 07:00:00,Mobile
8607,watch short drama online,Navigational,user_3475,2024-08-31 16:00:00,Mobile
8608,watch Thriller online,Informational,user_3399,2024-12-08 18:00:00,Mobile
8609,watch Action online,Informational,user_4676,2024-08-17 07:00:00,Desktop
8610,video short drama,Social,user_137,2025-01-17 02:00:00,Desktop
8611,best Romance content,Transactional,user_4934,2024-02-10 14:00:00,Mobile
8612,best Drama content,Informational,user_2652,2024-03-15 23:00:00,Mobile
8613,watch Fantasy online,Social,user_3318,2025-01-04 20:00:00,Mobile
8614,top rated Romance series,Social,user_369,2024-09-24 14:00:00,Mobile
8615,Horror short drama,Transactional,user_4614,2024-02-26 00:00:00,Desktop
8616,best Drama content,Entertainment,user_1480,2024-08-10 20:00:00,Mobile
8617,best Drama content,Transactional,user_2412,2024-04-13 00:00:00,Mobile
8618,top rated Romance series,Navigational,user_1934,2024-08-26 15:00:00,Mobile
8619,best short drama content,Transactional,user_3938,2024-05-15 21:00:00,Desktop
8620,Horror short drama,Transactional,user_879,2024-08-20 00:00:00,Mobile
8621,watch Horror online,Navigational,user_871,2024-10-02 01:00:00,Mobile
8622,top rated Horror series,Entertainment,user_1578,2024-03-22 23:00:00,Mobile
8623,best video content,Social,user_3129,2024-08-10 07:00:00,Desktop
8624,Comedy short drama,Transactional,user_28,2025-02-12 19:00:00,Mobile
8625,video short drama,Social,user_3769,2024-11-16 00:00:00,Mobile
8626,watch content online,Social,user_3089,2024-12-03 03:00:00,Mobile
8627,top rated Action series,Navigational,user_4000,2024-10-05 15:00:00,Mobile
8628,watch content online,Informational,user_2553,2024-10-25 03:00:00,Mobile
8629,top rated short drama series,Entertainment,user_4433,2024-12-19 06:00:00,Mobile
8630,top rated video series,Transactional,user_107,2024-04-16 09:00:00,Desktop
8631,watch Thriller online,Social,user_23,2024-01-16 00:00:00,Mobile
8632,best content content,Navigational,user_2755,2024-01-27 03:00:00,Desktop
8633,watch Action online,Social,user_3531,2024-04-14 10:00:00,Desktop
8634,watch video online,Informational,user_3329,2024-01-20 17:00:00,Mobile
8635,Comedy short drama,Transactional,user_3603,2024-11-04 12:00:00,Tablet
8636,top rated Sci-Fi series,Informational,user_2265,2024-08-24 14:00:00,Tablet
8637,top rated Action series,Transactional,user_3400,2024-01-17 23:00:00,Desktop
8638,watch short drama online,Social,user_3960,2024-10-03 17:00:00,Mobile
8639,Sci-Fi short drama,Informational,user_3851,2024-06-24 00:00:00,Mobile
8640,watch Romance online,Informational,user_3943,2024-07-21 06:00:00,Mobile
8641,top rated Action series,Informational,user_202,2025-01-17 18:00:00,Desktop
8642,Comedy short drama,Navigational,user_4142,2024-08-02 18:00:00,Mobile
8643,top rated Horror series,Informational,user_1373,2024-04-03 05:00:00,Mobile
8644,watch Thriller online,Informational,user_3363,2024-06-14 15:00:00,Mobile
8645,watch content online,Social,user_1037,2024-07-11 10:00:00,Mobile
8646,watch Thriller online,Transactional,user_4459,2024-11-26 21:00:00,Mobile
8647,best Drama content,Navigational,user_3656,2024-08-19 09:00:00,Mobile
8648,best Action content,Entertainment,user_3251,2024-03-29 03:00:00,Desktop
8649,top rated Romance series,Informational,user_3269,2024-05-09 23:00:00,Mobile
8650,Comedy short drama,Navigational,user_4533,2024-07-18 19:00:00,Mobile
8651,best video content,Transactional,user_1193,2024-02-27 18:00:00,Mobile
8652,best short drama content,Entertainment,user_4800,2024-09-20 03:00:00,Desktop
8653,best short drama content,Informational,user_1064,2024-06-23 21:00:00,Mobile
8654,best video content,Entertainment,user_2862,2025-01-26 13:00:00,Desktop
8655,best Comedy content,Entertainment,user_1575,2024-05-17 18:00:00,Tablet
8656,watch Sci-Fi online,Social,user_3585,2024-09-28 20:00:00,Mobile
8657,top rated Romance series,Entertainment,user_1406,2024-11-10 13:00:00,Mobile
8658,top rated short drama series,Navigational,user_4094,2024-01-02 09:00:00,Desktop
8659,top rated Horror series,Entertainment,user_2711,2025-02-12 02:00:00,Desktop
8660,watch Fantasy online,Social,user_3713,2024-05-30 02:00:00,Mobile
8661,watch Romance online,Social,user_1280,2024-05-15 05:00:00,Mobile
8662,best Drama content,Transactional,user_3589,2024-06-17 14:00:00,Mobile
8663,top rated content series,Informational,user_188,2024-08-08 22:00:00,Mobile
8664,best Fantasy content,Navigational,user_667,2024-11-11 19:00:00,Mobile
8665,Comedy short drama,Transactional,user_3853,2024-06-21 12:00:00,Mobile
8666,Romance short drama,Transactional,user_793,2025-01-28 10:00:00,Tablet
8667,Comedy short drama,Social,user_1351,2024-04-04 19:00:00,Mobile
8668,watch Fantasy online,Navigational,user_609,2025-01-08 08:00:00,Mobile
8669,watch content online,Transactional,user_4780,2024-10-09 07:00:00,Mobile
8670,watch Fantasy online,Entertainment,user_2435,2024-04-27 08:00:00,Mobile
8671,Comedy short drama,Transactional,user_4002,2024-11-07 07:00:00,Mobile
8672,watch Sci-Fi online,Transactional,user_4751,2024-10-31 10:00:00,Desktop
8673,best Fantasy content,Informational,user_859,2024-07-02 22:00:00,Mobile
8674,best Sci-Fi content,Social,user_3942,2024-11-14 13:00:00,Desktop
8675,content short drama,Informational,user_240,2024-11-05 23:00:00,Desktop
8676,top rated Sci-Fi series,Entertainment,user_2016,2024-08-11 18:00:00,Mobile
8677,video short drama,Transactional,user_2176,2024-04-27 18:00:00,Mobile
8678,best Fantasy content,Social,user_4841,2024-11-28 09:00:00,Tablet
8679,best Sci-Fi content,Social,user_3025,2024-05-07 22:00:00,Mobile
8680,best Sci-Fi content,Entertainment,user_4484,2024-10-28 05:00:00,Mobile
8681,Horror short drama,Informational,user_2857,2024-08-24 12:00:00,Mobile
8682,best Comedy content,Transactional,user_4437,2025-01-06 06:00:00,Mobile
8683,watch Fantasy online,Transactional,user_2429,2024-10-18 18:00:00,Tablet
8684,content short drama,Navigational,user_3220,2024-09-08 11:00:00,Mobile
8685,short drama short drama,Informational,user_2266,2024-09-06 02:00:00,Mobile
8686,best short drama content,Social,user_4932,2024-06-12 14:00:00,Mobile
8687,top rated short drama series,Transactional,user_2714,2025-01-28 10:00:00,Desktop
8688,top rated short drama series,Social,user_4056,2024-06-19 19:00:00,Mobile
8689,video short drama,Transactional,user_1126,2024-09-15 09:00:00,Mobile
8690,top rated Sci-Fi series,Transactional,user_4622,2024-02-24 19:00:00,Mobile
8691,watch Fantasy online,Transactional,user_1614,2024-01-11 01:00:00,Mobile
8692,Sci-Fi short drama,Entertainment,user_4306,2025-01-09 03:00:00,Mobile
8693,best Sci-Fi content,Navigational,user_3315,2025-02-07 11:00:00,Desktop
8694,top rated Thriller series,Informational,user_386,2024-11-16 02:00:00,Mobile
8695,Sci-Fi short drama,Social,user_390,2025-01-27 09:00:00,Mobile
8696,best Fantasy content,Navigational,user_235,2024-01-05 17:00:00,Mobile
8697,best Comedy content,Social,user_2151,2024-01-18 02:00:00,Desktop
8698,top rated Thriller series,Entertainment,user_1061,2024-01-03 18:00:00,Mobile
8699,top rated Thriller series,Navigational,user_3978,2024-02-09 19:00:00,Mobile
8700,best content content,Navigational,user_1889,2024-01-16 08:00:00,Mobile
8701,top rated Action series,Informational,user_3,2024-01-29 11:00:00,Desktop
8702,content short drama,Transactional,user_2730,2024-01-31 04:00:00,Mobile
8703,Fantasy short drama,Entertainment,user_1065,2024-09-06 21:00:00,Mobile
8704,Drama short drama,Transactional,user_2292,2024-07-28 18:00:00,Desktop
8705,watch Comedy online,Social,user_3662,2024-04-16 20:00:00,Tablet
8706,top rated content series,Social,user_1453,2024-09-14 11:00:00,Tablet
8707,top rated Fantasy series,Transactional,user_1791,2024-11-08 00:00:00,Mobile
8708,top rated Action series,Social,user_3844,2024-09-18 03:00:00,Mobile
8709,Action short drama,Social,user_232,2024-10-01 00:00:00,Mobile
8710,Sci-Fi short drama,Social,user_1691,2024-02-20 23:00:00,Mobile
8711,Thriller short drama,Entertainment,user_1870,2024-12-13 15:00:00,Mobile
8712,Thriller short drama,Informational,user_4858,2024-08-30 09:00:00,Mobile
8713,watch content online,Navigational,user_693,2024-11-05 16:00:00,Desktop
8714,top rated Drama series,Transactional,user_3050,2024-12-25 03:00:00,Mobile
8715,top rated Thriller series,Navigational,user_721,2024-03-24 08:00:00,Mobile
8716,Drama short drama,Transactional,user_4503,2024-09-14 22:00:00,Mobile
8717,Drama short drama,Navigational,user_1581,2024-05-14 10:00:00,Desktop
8718,watch Action online,Social,user_2717,2024-10-26 16:00:00,Mobile
8719,short drama short drama,Informational,user_2917,2024-11-11 02:00:00,Tablet
8720,Romance short drama,Entertainment,user_2105,2024-03-26 13:00:00,Mobile
8721,Romance short drama,Transactional,user_915,2024-12-14 01:00:00,Mobile
8722,best Sci-Fi content,Transactional,user_1190,2024-06-17 12:00:00,Mobile
8723,watch Thriller online,Entertainment,user_2416,2024-08-17 02:00:00,Desktop
8724,best Drama content,Entertainment,user_1741,2024-06-12 15:00:00,Desktop
8725,best video content,Navigational,user_3591,2024-12-29 22:00:00,Mobile
8726,top rated Thriller series,Navigational,user_1370,2024-12-19 05:00:00,Mobile
8727,watch Comedy online,Transactional,user_4567,2025-02-03 15:00:00,Mobile
8728,Action short drama,Transactional,user_1330,2024-07-07 21:00:00,Mobile
8729,top rated Horror series,Social,user_524,2025-01-03 14:00:00,Tablet
8730,video short drama,Social,user_1939,2024-02-20 04:00:00,Mobile
8731,watch short drama online,Informational,user_3335,2024-01-30 15:00:00,Mobile
8732,Sci-Fi short drama,Transactional,user_1446,2024-01-14 19:00:00,Mobile
8733,watch video online,Navigational,user_708,2024-10-27 10:00:00,Desktop
8734,video short drama,Social,user_999,2024-08-30 19:00:00,Tablet
8735,best short drama content,Informational,user_37,2024-03-01 04:00:00,Mobile
8736,top rated Comedy series,Informational,user_923,2024-10-26 07:00:00,Mobile
8737,best Thriller content,Transactional,user_1663,2024-02-11 14:00:00,Desktop
8738,watch content online,Transactional,user_2525,2024-10-07 15:00:00,Mobile
8739,Fantasy short drama,Navigational,user_3017,2024-02-19 10:00:00,Desktop
8740,top rated Comedy series,Social,user_1518,2024-06-23 22:00:00,Mobile
8741,top rated Sci-Fi series,Transactional,user_1714,2024-07-07 10:00:00,Mobile
8742,top rated short drama series,Transactional,user_4951,2024-05-16 18:00:00,Desktop
8743,top rated Thriller series,Social,user_3983,2024-01-08 09:00:00,Desktop
8744,Action short drama,Navigational,user_4000,2025-02-02 19:00:00,Tablet
8745,Horror short drama,Navigational,user_2005,2024-11-04 03:00:00,Mobile
8746,Thriller short drama,Entertainment,user_3396,2024-02-14 14:00:00,Desktop
8747,top rated short drama series,Social,user_4288,2024-09-16 21:00:00,Desktop
8748,Sci-Fi short drama,Navigational,user_57,2024-09-13 05:00:00,Mobile
8749,Drama short drama,Informational,user_1228,2024-09-28 15:00:00,Mobile
8750,top rated Action series,Navigational,user_768,2024-12-06 08:00:00,Mobile
8751,best Romance content,Navigational,user_86,2024-03-06 18:00:00,Mobile
8752,watch video online,Entertainment,user_3715,2025-01-29 07:00:00,Mobile
8753,best short drama content,Transactional,user_2409,2024-09-20 06:00:00,Desktop
8754,Horror short drama,Social,user_3242,2024-03-04 18:00:00,Tablet
8755,top rated Action series,Social,user_1350,2024-04-24 09:00:00,Mobile
8756,top rated Sci-Fi series,Transactional,user_4619,2024-11-12 07:00:00,Desktop
8757,watch Action online,Entertainment,user_2422,2024-12-17 04:00:00,Mobile
8758,best Fantasy content,Transactional,user_2832,2024-09-07 07:00:00,Mobile
8759,watch content online,Transactional,user_842,2024-04-01 19:00:00,Mobile
8760,top rated Romance series,Entertainment,user_3762,2024-05-13 05:00:00,Mobile
8761,short drama short drama,Social,user_1719,2024-04-18 01:00:00,Desktop
8762,watch Romance online,Informational,user_137,2024-02-21 01:00:00,Mobile
8763,best Thriller content,Social,user_3803,2024-05-09 03:00:00,Mobile
8764,watch Drama online,Informational,user_3271,2024-06-22 12:00:00,Mobile
8765,watch Romance online,Transactional,user_3907,2024-01-23 17:00:00,Mobile
8766,Fantasy short drama,Social,user_1389,2024-10-25 13:00:00,Mobile
8767,watch Action online,Informational,user_3304,2025-02-05 21:00:00,Mobile
8768,watch video online,Navigational,user_1173,2024-03-12 07:00:00,Desktop
8769,Thriller short drama,Entertainment,user_2251,2024-06-21 21:00:00,Tablet
8770,best Horror content,Entertainment,user_833,2024-07-13 21:00:00,Mobile
8771,top rated Romance series,Social,user_917,2024-12-31 02:00:00,Mobile
8772,Sci-Fi short drama,Transactional,user_621,2025-01-08 10:00:00,Desktop
8773,top rated video series,Informational,user_3699,2024-01-09 09:00:00,Mobile
8774,best Action content,Informational,user_1158,2024-04-06 05:00:00,Desktop
8775,short drama short drama,Social,user_4857,2024-06-01 15:00:00,Tablet
8776,best Sci-Fi content,Informational,user_2824,2024-08-21 01:00:00,Desktop
8777,Thriller short drama,Navigational,user_1563,2024-05-13 03:00:00,Mobile
8778,watch content online,Social,user_2547,2024-12-28 15:00:00,Mobile
8779,best Horror content,Navigational,user_658,2024-09-21 00:00:00,Mobile
8780,best Sci-Fi content,Social,user_987,2024-09-08 02:00:00,Desktop
8781,top rated Comedy series,Transactional,user_4279,2024-11-05 23:00:00,Tablet
8782,top rated Action series,Social,user_4426,2024-05-05 01:00:00,Mobile
8783,best Thriller content,Transactional,user_88,2024-09-27 03:00:00,Mobile
8784,best Romance content,Navigational,user_2970,2024-09-04 14:00:00,Mobile
8785,best short drama content,Navigational,user_2718,2024-11-26 00:00:00,Tablet
8786,top rated Drama series,Navigational,user_1132,2024-04-01 03:00:00,Mobile
8787,short drama short drama,Social,user_3527,2024-01-16 05:00:00,Mobile
8788,top rated Drama series,Transactional,user_1033,2024-10-25 07:00:00,Mobile
8789,video short drama,Entertainment,user_3180,2024-10-21 02:00:00,Desktop
8790,best Sci-Fi content,Informational,user_872,2025-01-27 05:00:00,Mobile
8791,best short drama content,Entertainment,user_1972,2024-02-03 18:00:00,Mobile
8792,watch Fantasy online,Entertainment,user_934,2024-01-28 14:00:00,Mobile
8793,top rated Horror series,Entertainment,user_3276,2024-10-02 09:00:00,Mobile
8794,Thriller short drama,Informational,user_4247,2024-05-21 12:00:00,Desktop
8795,watch Romance online,Navigational,user_1064,2024-02-28 03:00:00,Mobile
8796,top rated Thriller series,Informational,user_2787,2024-02-17 16:00:00,Desktop
8797,Fantasy short drama,Social,user_4743,2024-03-06 20:00:00,Desktop
8798,top rated video series,Entertainment,user_2628,2024-07-19 05:00:00,Mobile
8799,Comedy short drama,Transactional,user_510,2024-11-26 15:00:00,Mobile
8800,short drama short drama,Transactional,user_1552,2024-06-09 11:00:00,Desktop
8801,watch Thriller online,Social,user_2435,2024-01-23 04:00:00,Desktop
8802,watch Thriller online,Informational,user_4937,2024-07-18 06:00:00,Mobile
8803,top rated Horror series,Entertainment,user_3237,2024-04-22 16:00:00,Mobile
8804,top rated Romance series,Social,user_1279,2024-11-13 10:00:00,Mobile
8805,Horror short drama,Navigational,user_3006,2024-09-07 15:00:00,Mobile
8806,best Action content,Entertainment,user_1246,2024-04-03 05:00:00,Desktop
8807,Drama short drama,Informational,user_3003,2024-01-16 02:00:00,Mobile
8808,top rated short drama series,Navigational,user_422,2025-01-08 02:00:00,Mobile
8809,best Horror content,Social,user_3547,2024-01-21 02:00:00,Mobile
8810,watch Drama online,Informational,user_2296,2024-07-02 22:00:00,Desktop
8811,top rated Comedy series,Entertainment,user_1948,2024-06-09 21:00:00,Desktop
8812,content short drama,Social,user_586,2024-09-23 04:00:00,Mobile
8813,top rated short drama series,Transactional,user_3376,2024-11-27 09:00:00,Mobile
8814,Sci-Fi short drama,Transactional,user_1479,2025-02-02 22:00:00,Tablet
8815,top rated Sci-Fi series,Transactional,user_2162,2024-05-30 08:00:00,Mobile
8816,best Sci-Fi content,Navigational,user_3493,2025-01-18 04:00:00,Mobile
8817,watch short drama online,Navigational,user_1812,2024-02-03 22:00:00,Mobile
8818,best Horror content,Transactional,user_3677,2024-03-04 22:00:00,Desktop
8819,watch Drama online,Informational,user_561,2024-07-04 19:00:00,Mobile
8820,top rated short drama series,Informational,user_2861,2024-10-07 00:00:00,Mobile
8821,watch Comedy online,Navigational,user_1245,2024-08-29 17:00:00,Desktop
8822,Horror short drama,Social,user_746,2024-12-04 12:00:00,Mobile
8823,Horror short drama,Informational,user_2700,2025-02-06 06:00:00,Desktop
8824,best Thriller content,Social,user_1232,2024-06-26 13:00:00,Mobile
8825,top rated Comedy series,Transactional,user_3420,2024-03-25 01:00:00,Desktop
8826,Horror short drama,Social,user_4745,2024-01-25 22:00:00,Mobile
8827,Romance short drama,Navigational,user_2565,2024-12-05 05:00:00,Mobile
8828,top rated Drama series,Transactional,user_2224,2024-08-20 12:00:00,Mobile
8829,Thriller short drama,Transactional,user_4776,2025-02-01 23:00:00,Mobile
8830,top rated content series,Informational,user_2728,2024-03-28 20:00:00,Desktop
8831,top rated content series,Informational,user_2786,2024-01-17 12:00:00,Desktop
8832,best video content,Navigational,user_655,2024-11-14 12:00:00,Desktop
8833,best Thriller content,Navigational,user_1498,2024-11-01 07:00:00,Mobile
8834,best content content,Social,user_2573,2024-07-24 01:00:00,Mobile
8835,Fantasy short drama,Transactional,user_74,2024-07-23 05:00:00,Mobile
8836,best Fantasy content,Navigational,user_3953,2024-11-06 12:00:00,Desktop
8837,watch short drama online,Informational,user_2212,2024-03-30 03:00:00,Mobile
8838,watch video online,Navigational,user_2650,2024-07-31 01:00:00,Desktop
8839,best Action content,Informational,user_2609,2024-04-15 12:00:00,Mobile
8840,best Comedy content,Navigational,user_4016,2024-09-06 00:00:00,Mobile
8841,Action short drama,Entertainment,user_1749,2024-03-02 11:00:00,Mobile
8842,best Horror content,Entertainment,user_4232,2024-01-19 16:00:00,Tablet
8843,Romance short drama,Social,user_3733,2024-05-13 00:00:00,Desktop
8844,best Romance content,Transactional,user_1077,2024-01-01 08:00:00,Tablet
8845,top rated content series,Social,user_124,2025-01-10 20:00:00,Desktop
8846,best Horror content,Entertainment,user_596,2024-05-08 14:00:00,Desktop
8847,watch Romance online,Social,user_263,2024-03-07 01:00:00,Tablet
8848,top rated Romance series,Informational,user_4690,2024-08-25 06:00:00,Mobile
8849,Horror short drama,Navigational,user_2656,2024-05-24 22:00:00,Mobile
8850,watch Action online,Entertainment,user_1084,2024-08-28 01:00:00,Mobile
8851,watch Horror online,Social,user_848,2024-08-17 06:00:00,Mobile
8852,Romance short drama,Navigational,user_2112,2024-03-31 12:00:00,Mobile
8853,best Action content,Navigational,user_66,2024-08-08 18:00:00,Desktop
8854,watch short drama online,Transactional,user_632,2025-02-02 07:00:00,Mobile
8855,Comedy short drama,Entertainment,user_3546,2024-01-01 19:00:00,Desktop
8856,top rated Romance series,Transactional,user_2535,2024-07-03 09:00:00,Tablet
8857,watch short drama online,Navigational,user_2511,2024-09-09 04:00:00,Desktop
8858,watch Drama online,Social,user_1557,2024-10-24 15:00:00,Mobile
8859,Thriller short drama,Social,user_3107,2025-02-05 19:00:00,Mobile
8860,best Romance content,Informational,user_2390,2024-03-08 04:00:00,Mobile
8861,best Romance content,Social,user_571,2025-01-25 06:00:00,Tablet
8862,watch content online,Informational,user_2154,2024-11-15 12:00:00,Mobile
8863,watch Thriller online,Informational,user_858,2024-10-28 22:00:00,Mobile
8864,best video content,Informational,user_4228,2025-01-08 16:00:00,Desktop
8865,top rated video series,Informational,user_1556,2024-08-25 01:00:00,Mobile
8866,best short drama content,Transactional,user_4621,2024-08-25 05:00:00,Tablet
8867,top rated Thriller series,Social,user_2115,2025-01-02 09:00:00,Desktop
8868,Action short drama,Social,user_258,2024-06-17 11:00:00,Tablet
8869,best Fantasy content,Social,user_1213,2024-09-19 08:00:00,Mobile
8870,best Thriller content,Transactional,user_1178,2024-04-01 18:00:00,Tablet
8871,best Action content,Entertainment,user_2180,2024-03-11 13:00:00,Desktop
8872,video short drama,Entertainment,user_3624,2024-07-27 02:00:00,Tablet
8873,watch Romance online,Entertainment,user_2368,2024-07-02 21:00:00,Mobile
8874,best Sci-Fi content,Entertainment,user_2087,2024-08-25 13:00:00,Tablet
8875,best video content,Transactional,user_222,2024-06-10 23:00:00,Mobile
8876,best Sci-Fi content,Transactional,user_3940,2025-01-17 02:00:00,Mobile
8877,best Romance content,Navigational,user_1632,2024-08-06 12:00:00,Mobile
8878,video short drama,Transactional,user_1561,2024-10-06 17:00:00,Desktop
8879,top rated short drama series,Social,user_4118,2024-07-05 05:00:00,Mobile
8880,top rated Drama series,Navigational,user_1727,2025-01-11 00:00:00,Desktop
8881,top rated content series,Informational,user_1389,2024-02-08 00:00:00,Desktop
8882,best short drama content,Social,user_2834,2024-11-16 15:00:00,Desktop
8883,top rated Horror series,Social,user_2793,2024-05-15 03:00:00,Desktop
8884,top rated video series,Social,user_934,2024-01-24 02:00:00,Mobile
8885,best Thriller content,Navigational,user_3621,2024-09-13 14:00:00,Desktop
8886,top rated Comedy series,Informational,user_217,2024-09-30 01:00:00,Mobile
8887,best Horror content,Transactional,user_1206,2024-04-20 02:00:00,Desktop
8888,top rated content series,Navigational,user_4626,2024-05-19 19:00:00,Desktop
8889,best Sci-Fi content,Entertainment,user_600,2025-01-12 03:00:00,Desktop
8890,top rated Romance series,Social,user_3892,2024-08-31 10:00:00,Desktop
8891,watch Romance online,Navigational,user_3911,2025-01-25 08:00:00,Mobile
8892,best Romance content,Social,user_1377,2024-12-31 03:00:00,Mobile
8893,top rated Drama series,Informational,user_1041,2024-09-18 05:00:00,Mobile
8894,watch Fantasy online,Transactional,user_1206,2024-10-05 01:00:00,Mobile
8895,watch Horror online,Social,user_3447,2025-02-07 10:00:00,Mobile
8896,watch short drama online,Navigational,user_2365,2024-11-26 01:00:00,Mobile
8897,top rated Thriller series,Navigational,user_588,2024-11-05 09:00:00,Desktop
8898,watch Action online,Entertainment,user_4341,2024-11-08 16:00:00,Desktop
8899,top rated Thriller series,Navigational,user_4849,2024-07-28 07:00:00,Mobile
8900,short drama short drama,Social,user_2358,2024-07-27 08:00:00,Desktop
8901,best short drama content,Entertainment,user_4609,2024-04-11 22:00:00,Mobile
8902,top rated Horror series,Transactional,user_2237,2025-02-15 14:00:00,Mobile
8903,Thriller short drama,Informational,user_2543,2024-10-28 23:00:00,Desktop
8904,watch Sci-Fi online,Entertainment,user_2271,2025-01-10 19:00:00,Mobile
8905,best video content,Informational,user_1371,2024-12-27 13:00:00,Mobile
