query_id,content_id,relevance_score,judgment_source
1675,3662,1,simulated
10876,5550,0,simulated
44341,4641,0,simulated
740,314,2,simulated
1546,6223,0,simulated
29141,3294,0,simulated
9328,8542,3,simulated
5128,8095,1,simulated
23332,6085,0,simulated
23005,4179,2,simulated
41834,7472,0,simulated
10493,8064,1,simulated
13750,4581,0,simulated
23509,8522,0,simulated
9046,6784,1,simulated
20117,7524,1,simulated
18668,1953,1,simulated
9522,445,0,simulated
8670,9304,2,simulated
27303,3343,2,simulated
11284,9757,4,simulated
30936,1767,4,simulated
6999,5275,3,simulated
28807,7956,0,simulated
31625,8100,3,simulated
13441,2062,0,simulated
45466,8701,0,simulated
46502,549,1,simulated
21798,5604,0,simulated
1270,9432,2,simulated
7869,9265,1,simulated
30252,5867,2,simulated
12374,7610,2,simulated
18988,2013,3,simulated
38730,6159,0,simulated
15735,517,3,simulated
42430,5102,2,simulated
41338,7777,2,simulated
40326,6887,0,simulated
18065,4993,0,simulated
8434,6447,0,simulated
48422,1000,4,simulated
9112,3065,1,simulated
38451,4232,0,simulated
48248,4056,0,simulated
15048,8430,0,simulated
8085,8279,4,simulated
21752,2276,3,simulated
16454,7740,1,simulated
20309,7690,1,simulated
38969,1604,2,simulated
30078,8790,1,simulated
43047,5995,1,simulated
34776,5935,1,simulated
48571,2085,0,simulated
46098,1492,0,simulated
24504,2091,1,simulated
2780,1305,1,simulated
21305,2802,1,simulated
756,2706,3,simulated
39264,4860,1,simulated
42956,4398,2,simulated
42282,7335,1,simulated
17401,334,2,simulated
40116,8048,2,simulated
14250,1278,0,simulated
47648,854,2,simulated
46826,7590,0,simulated
44826,6839,0,simulated
24601,2821,1,simulated
37707,113,2,simulated
19223,8581,4,simulated
33506,4786,3,simulated
38969,9619,2,simulated
41140,9237,3,simulated
49384,5421,3,simulated
41303,7136,2,simulated
29149,6616,0,simulated
22303,2851,2,simulated
2624,1874,2,simulated
8647,6905,1,simulated
13544,8206,0,simulated
28961,5718,1,simulated
22786,8807,1,simulated
12818,2270,0,simulated
31407,4785,1,simulated
23457,5836,1,simulated
23778,3550,0,simulated
20915,3075,0,simulated
29554,2152,1,simulated
23549,3739,0,simulated
37266,732,3,simulated
40702,4085,3,simulated
6728,5493,1,simulated
44925,7679,1,simulated
32428,8079,0,simulated
16693,4979,0,simulated
31626,7661,1,simulated
24919,2800,4,simulated
41396,3855,4,simulated
41137,2206,0,simulated
49291,1965,0,simulated
49346,1205,1,simulated
15578,4397,3,simulated
19620,6589,1,simulated
46241,4174,0,simulated
33711,9942,1,simulated
37389,5322,2,simulated
16196,4324,1,simulated
27690,7814,3,simulated
11155,2593,1,simulated
39122,7996,0,simulated
29413,6947,1,simulated
21342,1089,0,simulated
32019,5978,0,simulated
9146,7374,2,simulated
42263,1457,1,simulated
46331,1090,0,simulated
22224,6574,0,simulated
2881,679,1,simulated
21272,8271,0,simulated
33314,9651,1,simulated
46901,2453,4,simulated
13305,3854,2,simulated
34696,2465,1,simulated
30226,6679,0,simulated
20537,7380,1,simulated
30832,166,2,simulated
49157,3887,0,simulated
11674,7744,0,simulated
21918,7910,1,simulated
27830,8961,4,simulated
15373,4420,4,simulated
25939,7382,0,simulated
2664,6860,2,simulated
47802,9753,0,simulated
9466,5748,0,simulated
3327,185,2,simulated
3660,4999,2,simulated
27595,5048,1,simulated
4764,6055,2,simulated
23122,7110,0,simulated
10829,6227,1,simulated
47589,8943,0,simulated
11222,7319,2,simulated
11212,650,0,simulated
13570,676,1,simulated
31359,643,0,simulated
37861,7240,2,simulated
6023,2381,0,simulated
45338,4493,0,simulated
13516,2691,3,simulated
6160,1599,3,simulated
45992,9858,0,simulated
41214,6077,0,simulated
21692,1979,1,simulated
24905,779,0,simulated
43791,7429,3,simulated
3045,2883,0,simulated
9613,8800,1,simulated
5637,7743,3,simulated
11594,5508,0,simulated
48948,751,1,simulated
2893,541,2,simulated
21673,8337,0,simulated
5813,991,3,simulated
31086,2723,3,simulated
655,9904,3,simulated
17144,3069,2,simulated
1799,1111,2,simulated
37928,6448,4,simulated
29088,4063,3,simulated
11619,9209,4,simulated
8447,5057,4,simulated
21647,6773,2,simulated
36592,5323,0,simulated
48868,1281,0,simulated
27201,3305,4,simulated
29572,1620,2,simulated
22539,9798,1,simulated
40556,611,3,simulated
43965,4262,4,simulated
20901,6302,2,simulated
22357,4595,0,simulated
23024,4406,0,simulated
39149,2015,0,simulated
17393,1936,4,simulated
20699,3688,1,simulated
42471,9488,3,simulated
26536,2331,3,simulated
35451,2660,0,simulated
33758,7567,4,simulated
12477,1070,2,simulated
41215,4598,2,simulated
4712,6044,1,simulated
6480,5793,0,simulated
31391,7567,2,simulated
13162,4409,0,simulated
32153,1732,1,simulated
14636,7956,0,simulated
40844,4612,1,simulated
30298,775,1,simulated
20837,987,2,simulated
24832,2361,2,simulated
1008,2950,1,simulated
26332,7479,2,simulated
40457,7839,1,simulated
10764,7488,0,simulated
3909,4516,0,simulated
27574,6235,1,simulated
19188,7181,4,simulated
11958,5195,1,simulated
4380,3445,2,simulated
27960,3401,2,simulated
16483,4040,4,simulated
27106,1034,0,simulated
878,450,2,simulated
48354,8856,3,simulated
18253,6499,3,simulated
31335,3403,1,simulated
19050,3589,0,simulated
17773,2055,0,simulated
2638,3173,0,simulated
7243,8422,0,simulated
42026,1793,0,simulated
41382,8849,1,simulated
35652,8466,2,simulated
33973,6724,2,simulated
16929,7949,3,simulated
28743,7237,1,simulated
11832,8086,3,simulated
48233,922,2,simulated
19557,9540,1,simulated
25344,3717,0,simulated
22835,1598,0,simulated
46763,8265,1,simulated
39289,5188,1,simulated
33423,3662,0,simulated
23206,2738,0,simulated
18831,6963,2,simulated
8413,6146,1,simulated
3667,8756,2,simulated
37046,4162,1,simulated
20787,1116,0,simulated
5516,1208,3,simulated
41974,4840,0,simulated
26628,372,3,simulated
15199,6230,2,simulated
3986,5948,4,simulated
45904,2360,0,simulated
40936,420,0,simulated
29476,9089,2,simulated
40217,7522,2,simulated
19404,2147,3,simulated
3682,8117,1,simulated
26020,1021,2,simulated
27587,5509,2,simulated
49725,8619,0,simulated
42293,3307,0,simulated
37522,8587,1,simulated
39851,1056,0,simulated
36771,3439,1,simulated
5630,2652,4,simulated
27711,9074,1,simulated
30329,6923,4,simulated
12279,8475,0,simulated
8418,9292,0,simulated
34766,3085,1,simulated
8964,8543,1,simulated
48553,547,2,simulated
37293,6681,0,simulated
25010,4062,0,simulated
27676,804,2,simulated
36176,661,2,simulated
6732,2359,3,simulated
40564,6180,0,simulated
11333,8092,3,simulated
19178,9612,1,simulated
23719,9418,1,simulated
2912,9389,3,simulated
18800,1544,2,simulated
49403,6987,2,simulated
15195,5757,2,simulated
4952,6033,2,simulated
40867,6383,2,simulated
28334,9897,4,simulated
21674,1423,1,simulated
48886,2643,4,simulated
40871,5715,2,simulated
5566,4170,0,simulated
22822,796,1,simulated
25495,485,1,simulated
33942,3225,0,simulated
8625,4771,2,simulated
47163,1061,2,simulated
46025,4027,2,simulated
836,7768,2,simulated
18647,1896,4,simulated
11825,4977,0,simulated
37336,757,3,simulated
3816,7737,0,simulated
49399,5821,2,simulated
2430,1663,2,simulated
41951,3068,1,simulated
41887,3579,4,simulated
44399,6625,0,simulated
2608,2934,3,simulated
25651,8170,0,simulated
38699,1504,2,simulated
32354,828,0,simulated
36791,9760,3,simulated
11992,1239,0,simulated
21169,3909,2,simulated
31100,7869,4,simulated
39386,2375,0,simulated
35920,8866,4,simulated
31417,970,1,simulated
5581,632,0,simulated
7055,9814,4,simulated
24091,2963,1,simulated
40388,5159,1,simulated
15824,3885,3,simulated
46016,9561,0,simulated
37342,5005,2,simulated
15340,374,2,simulated
3492,1503,2,simulated
707,1218,2,simulated
31958,9324,1,simulated
15729,9860,3,simulated
6998,8948,3,simulated
38002,1330,0,simulated
38524,8535,3,simulated
25164,8209,3,simulated
17719,9916,3,simulated
21973,4359,1,simulated
18232,4377,0,simulated
39620,8691,1,simulated
12127,5656,1,simulated
23596,7794,1,simulated
40634,6241,0,simulated
12119,1373,1,simulated
3318,6721,1,simulated
44981,4269,0,simulated
44116,2461,1,simulated
43159,6175,2,simulated
47632,159,1,simulated
49317,621,0,simulated
39829,8434,0,simulated
15505,3260,1,simulated
3058,3256,0,simulated
26661,5792,1,simulated
37197,2654,3,simulated
403,2237,3,simulated
8606,3660,0,simulated
15762,4544,1,simulated
27044,266,2,simulated
33636,9626,0,simulated
13780,9285,1,simulated
15156,3401,2,simulated
40979,926,0,simulated
33133,5418,2,simulated
23852,2244,4,simulated
15367,1886,0,simulated
28409,4746,1,simulated
6572,5839,0,simulated
49732,6613,1,simulated
14018,3590,1,simulated
39237,5185,0,simulated
4151,3786,2,simulated
45834,9090,0,simulated
19424,3576,2,simulated
4138,1417,3,simulated
29993,4689,1,simulated
45005,5987,0,simulated
28903,3643,3,simulated
49605,8057,2,simulated
44922,4828,1,simulated
13834,5363,2,simulated
1382,262,3,simulated
8155,5529,1,simulated
34236,9663,4,simulated
13440,9403,0,simulated
19123,3674,1,simulated
23957,942,1,simulated
17265,2294,0,simulated
44775,5007,3,simulated
3150,8002,1,simulated
24661,5462,0,simulated
40661,8156,2,simulated
20529,4753,1,simulated
48905,5143,3,simulated
1169,1758,3,simulated
45125,3433,3,simulated
35898,848,0,simulated
15033,4720,3,simulated
35295,9198,2,simulated
43828,1111,3,simulated
3517,7137,0,simulated
19752,290,2,simulated
30374,5577,2,simulated
30271,9104,3,simulated
10387,1381,1,simulated
36324,9840,4,simulated
48781,3825,3,simulated
14158,1292,0,simulated
37880,9815,2,simulated
39521,1763,3,simulated
49598,4180,0,simulated
39133,6684,2,simulated
3627,1438,1,simulated
20401,7627,4,simulated
36644,3890,0,simulated
38266,5080,2,simulated
15980,6495,1,simulated
11530,7855,0,simulated
16646,8549,2,simulated
26425,8353,0,simulated
13383,6830,1,simulated
4026,3067,0,simulated
43227,9713,2,simulated
13845,5532,1,simulated
4176,564,3,simulated
30520,3261,0,simulated
9175,3992,1,simulated
3444,10,1,simulated
21396,682,3,simulated
10726,6309,3,simulated
33462,8719,0,simulated
41116,7836,4,simulated
44549,8869,3,simulated
31352,8385,3,simulated
18197,5517,1,simulated
46610,4923,3,simulated
14255,488,1,simulated
14022,8478,1,simulated
46137,9460,0,simulated
5725,7232,4,simulated
28691,9027,4,simulated
1408,9492,1,simulated
8033,1123,4,simulated
47341,3582,3,simulated
17795,7024,0,simulated
19882,3212,2,simulated
20757,2157,4,simulated
40163,2291,1,simulated
29417,9257,3,simulated
49704,3792,0,simulated
44355,5344,4,simulated
25753,9569,3,simulated
12927,347,0,simulated
33766,1759,0,simulated
14391,1339,1,simulated
38868,4992,2,simulated
21940,2697,1,simulated
27308,5229,0,simulated
30829,454,0,simulated
28514,9502,0,simulated
24503,8282,0,simulated
30064,9512,3,simulated
22487,1543,4,simulated
46278,2504,0,simulated
38259,3003,2,simulated
31693,1163,0,simulated
38385,5635,0,simulated
15959,1924,1,simulated
35017,1789,3,simulated
17233,7188,1,simulated
10749,5893,0,simulated
10515,5517,0,simulated
22739,8637,0,simulated
8696,4141,2,simulated
8071,3893,0,simulated
27766,5400,0,simulated
41663,6366,2,simulated
30762,5641,4,simulated
16699,6456,2,simulated
15124,4429,1,simulated
35145,1357,0,simulated
25617,4064,4,simulated
37147,4295,2,simulated
11183,8703,0,simulated
24834,9258,0,simulated
33343,2561,0,simulated
31332,5184,1,simulated
46099,7388,0,simulated
26129,2632,0,simulated
31557,3599,1,simulated
21970,3476,0,simulated
21877,8698,4,simulated
8950,3885,2,simulated
24519,3664,2,simulated
5671,6574,2,simulated
24100,8767,4,simulated
39336,3980,2,simulated
12717,7860,2,simulated
38886,4312,0,simulated
7838,7557,2,simulated
49356,5679,1,simulated
47300,7334,4,simulated
19160,3883,2,simulated
41267,1734,0,simulated
36878,6280,0,simulated
21561,4786,1,simulated
17107,8782,0,simulated
46290,3977,2,simulated
8721,5261,1,simulated
37662,6169,0,simulated
49496,4127,2,simulated
28363,683,2,simulated
28259,5477,3,simulated
21783,5127,3,simulated
41169,7669,2,simulated
21121,1226,1,simulated
19791,4742,0,simulated
27913,1241,2,simulated
47375,8646,0,simulated
42908,6445,1,simulated
34813,9361,3,simulated
49571,8022,1,simulated
36161,704,4,simulated
19157,7623,4,simulated
10673,8824,0,simulated
14445,7015,2,simulated
6785,5524,0,simulated
17930,3335,0,simulated
1071,8575,1,simulated
22907,5282,2,simulated
34619,8709,4,simulated
45159,2438,3,simulated
2940,6624,1,simulated
29842,6433,0,simulated
42864,2731,1,simulated
16302,955,3,simulated
7195,5921,0,simulated
5852,3261,0,simulated
16379,1170,0,simulated
679,2983,2,simulated
30641,1183,1,simulated
33757,8273,1,simulated
29778,1159,1,simulated
26184,5461,1,simulated
27446,1095,1,simulated
1503,2390,2,simulated
21666,6422,1,simulated
16199,3159,2,simulated
21412,8284,0,simulated
15868,191,1,simulated
14267,1256,1,simulated
39423,3630,0,simulated
35209,4665,2,simulated
43003,6878,3,simulated
31214,3786,3,simulated
7368,1005,0,simulated
13491,464,0,simulated
35363,6613,4,simulated
38286,9741,4,simulated
9220,9711,0,simulated
6311,7973,3,simulated
36308,1630,0,simulated
29632,9358,1,simulated
14745,5883,2,simulated
19868,5593,2,simulated
18626,7783,4,simulated
6379,8539,3,simulated
19150,5390,1,simulated
42134,450,1,simulated
11423,8898,2,simulated
27927,3042,3,simulated
37680,3328,0,simulated
33172,7769,0,simulated
13181,9723,0,simulated
27302,5925,0,simulated
36932,6874,2,simulated
24015,3252,1,simulated
49240,7151,2,simulated
30937,2902,1,simulated
14337,3759,3,simulated
22201,7226,2,simulated
5471,4743,0,simulated
30860,9357,0,simulated
14954,6192,1,simulated
39045,4525,2,simulated
38508,3768,2,simulated
27434,3548,1,simulated
25958,6360,0,simulated
6524,5245,1,simulated
21388,4607,4,simulated
47762,8033,1,simulated
31170,7077,4,simulated
45642,5257,1,simulated
22991,4978,0,simulated
29662,7284,3,simulated
13420,5250,1,simulated
14458,6586,4,simulated
2065,8470,2,simulated
38084,4606,4,simulated
10567,3285,3,simulated
33086,4581,0,simulated
31529,4376,3,simulated
6131,7374,2,simulated
40188,6881,0,simulated
2043,913,3,simulated
4599,7573,1,simulated
42983,3405,0,simulated
32887,5183,0,simulated
33478,8383,0,simulated
48626,9580,1,simulated
28717,9587,2,simulated
12602,5932,2,simulated
36019,3496,3,simulated
8062,3147,1,simulated
8610,6850,2,simulated
35372,4325,3,simulated
44815,8540,4,simulated
17486,7363,0,simulated
20806,4559,4,simulated
7858,1176,2,simulated
11621,9032,2,simulated
8178,7145,1,simulated
30112,435,3,simulated
23043,7779,1,simulated
18646,5325,0,simulated
24406,988,1,simulated
11827,6506,0,simulated
13891,6020,1,simulated
16893,5791,0,simulated
46599,3009,0,simulated
9485,286,1,simulated
5496,4040,3,simulated
28482,1576,1,simulated
11268,5358,0,simulated
40167,8821,0,simulated
6744,7547,0,simulated
37940,8359,3,simulated
48774,2692,2,simulated
49477,1435,0,simulated
26570,3211,0,simulated
28553,5738,2,simulated
45773,7968,0,simulated
43731,5243,0,simulated
28949,3378,1,simulated
10776,565,4,simulated
3558,9860,1,simulated
3588,9543,1,simulated
16536,5153,0,simulated
955,8782,1,simulated
46563,2941,3,simulated
23545,8646,1,simulated
33456,6739,4,simulated
41270,3593,2,simulated
15139,9187,1,simulated
42463,7486,1,simulated
3128,6129,2,simulated
23148,9075,0,simulated
45529,8752,4,simulated
11560,8772,2,simulated
47565,7984,2,simulated
3396,9052,4,simulated
25390,9627,3,simulated
846,2931,0,simulated
33933,5292,1,simulated
45723,2375,0,simulated
38673,9529,1,simulated
13732,4450,4,simulated
33123,9207,1,simulated
35586,696,0,simulated
3833,7538,4,simulated
32333,5165,0,simulated
12468,4178,2,simulated
41026,9442,0,simulated
13108,995,2,simulated
12459,7539,1,simulated
28667,1347,2,simulated
43482,844,2,simulated
2582,676,0,simulated
9583,163,1,simulated
8419,5059,2,simulated
28092,7220,2,simulated
29114,4214,1,simulated
18828,2672,0,simulated
14420,859,4,simulated
11815,8604,3,simulated
33805,2515,2,simulated
10025,7832,3,simulated
43701,571,3,simulated
7436,3820,2,simulated
1549,9186,2,simulated
5066,9360,0,simulated
22881,9015,2,simulated
3408,4346,3,simulated
33408,388,4,simulated
32941,6426,2,simulated
5667,3367,3,simulated
37123,5561,1,simulated
25093,8239,2,simulated
10110,8796,3,simulated
35655,3761,1,simulated
34933,7333,0,simulated
26506,9254,0,simulated
36714,9278,3,simulated
43170,6858,4,simulated
7747,481,0,simulated
11976,9224,4,simulated
40523,1130,1,simulated
15597,2005,4,simulated
37954,532,2,simulated
33862,6327,0,simulated
3881,5026,2,simulated
43455,8396,1,simulated
43540,9929,2,simulated
43449,7211,0,simulated
2786,8527,2,simulated
22450,3074,0,simulated
14800,9428,2,simulated
49049,4239,0,simulated
39308,2141,4,simulated
48785,4218,0,simulated
47499,725,1,simulated
43334,394,0,simulated
40829,1464,2,simulated
3991,4981,0,simulated
19074,2298,0,simulated
36864,2874,2,simulated
14550,3302,0,simulated
18260,4588,2,simulated
19791,4561,0,simulated
9980,7542,2,simulated
20317,9978,1,simulated
26184,2156,0,simulated
28325,9278,2,simulated
24625,9151,1,simulated
38177,2180,1,simulated
20246,1102,3,simulated
46706,4968,1,simulated
23791,5538,1,simulated
26757,5920,4,simulated
2834,996,2,simulated
5286,9378,0,simulated
9590,1832,3,simulated
47477,6691,0,simulated
14117,527,2,simulated
7646,1044,3,simulated
44787,7155,3,simulated
29151,5158,0,simulated
10890,9877,1,simulated
30287,1240,1,simulated
37546,100,1,simulated
15995,5558,0,simulated
35504,9609,2,simulated
46380,2774,2,simulated
24663,8293,3,simulated
39137,7531,4,simulated
26640,7448,1,simulated
17206,3076,2,simulated
32931,8108,1,simulated
7778,7798,4,simulated
28316,4247,3,simulated
47618,2090,0,simulated
26974,7544,1,simulated
18317,9154,1,simulated
27305,3701,0,simulated
36304,6163,1,simulated
30523,2964,1,simulated
22341,5532,4,simulated
19831,3608,0,simulated
13404,7175,3,simulated
14517,4220,1,simulated
19092,2561,3,simulated
7960,1419,0,simulated
31933,7859,2,simulated
30555,7198,2,simulated
36702,6221,4,simulated
3386,5016,2,simulated
33691,4626,3,simulated
10368,8378,4,simulated
46506,7629,1,simulated
33333,6446,4,simulated
19643,6110,0,simulated
10790,6450,2,simulated
35269,7146,2,simulated
20951,2566,0,simulated
25564,5511,0,simulated
39650,8544,2,simulated
36405,6455,1,simulated
32992,6625,0,simulated
39066,1148,3,simulated
47664,2911,0,simulated
351,3480,3,simulated
18313,6343,0,simulated
24128,5922,2,simulated
28854,1492,3,simulated
37501,4189,3,simulated
33786,9920,2,simulated
18611,2143,0,simulated
23591,4499,1,simulated
29444,759,1,simulated
47998,8547,1,simulated
7171,7133,2,simulated
13304,567,3,simulated
6208,7117,2,simulated
12317,98,0,simulated
35188,6404,0,simulated
6241,5921,1,simulated
1894,322,4,simulated
13754,2946,2,simulated
38091,2446,3,simulated
11233,690,1,simulated
17510,7947,4,simulated
3118,3618,0,simulated
36930,4316,3,simulated
48292,7079,0,simulated
4043,1505,2,simulated
37202,8934,2,simulated
26747,9460,0,simulated
14017,8633,3,simulated
25023,7846,3,simulated
35427,1289,3,simulated
27939,1791,0,simulated
43679,2077,0,simulated
35713,965,1,simulated
39979,8618,3,simulated
8788,828,3,simulated
1987,2471,2,simulated
10943,2504,4,simulated
17459,8157,2,simulated
12162,5436,3,simulated
20690,6069,1,simulated
29164,3710,3,simulated
35776,6792,2,simulated
33738,4202,0,simulated
8773,1327,1,simulated
35593,4873,3,simulated
1212,4993,1,simulated
230,5968,0,simulated
48543,5095,0,simulated
14346,91,0,simulated
35954,8587,0,simulated
31820,6466,4,simulated
47780,4540,0,simulated
16886,2079,1,simulated
26709,5298,3,simulated
49,9176,1,simulated
19951,3902,1,simulated
15174,5799,4,simulated
49539,899,3,simulated
33738,9146,3,simulated
28037,3140,1,simulated
47322,6686,2,simulated
5821,9283,0,simulated
14293,186,3,simulated
3053,6325,0,simulated
44378,2574,0,simulated
23782,8330,4,simulated
2303,9678,1,simulated
2284,8895,4,simulated
48154,8765,4,simulated
42568,8366,4,simulated
15621,8485,4,simulated
30462,789,2,simulated
20751,9619,0,simulated
32891,207,3,simulated
23184,2302,4,simulated
9473,7520,3,simulated
3728,4520,2,simulated
46501,9351,0,simulated
25524,6107,4,simulated
30767,8318,0,simulated
37727,1423,1,simulated
525,3564,1,simulated
9080,8917,3,simulated
8400,87,0,simulated
27371,2758,0,simulated
16533,4124,0,simulated
16822,4115,1,simulated
43163,5233,2,simulated
3750,7694,3,simulated
11354,6023,1,simulated
46778,4303,0,simulated
28478,928,0,simulated
24571,8854,1,simulated
20838,6997,1,simulated
11438,2771,2,simulated
38105,653,1,simulated
4552,6282,3,simulated
2824,4078,1,simulated
12917,8558,0,simulated
15168,2553,0,simulated
41446,7611,0,simulated
47637,4542,1,simulated
8392,6141,0,simulated
12659,9288,3,simulated
29686,456,0,simulated
23381,2161,3,simulated
42432,4327,2,simulated
28920,2610,3,simulated
2312,7059,1,simulated
39994,2282,2,simulated
44334,2618,1,simulated
43039,3681,3,simulated
13561,6885,1,simulated
49757,8029,4,simulated
48734,72,4,simulated
38554,2912,4,simulated
25994,5206,2,simulated
30493,8084,0,simulated
20982,26,3,simulated
24144,874,0,simulated
12068,2018,2,simulated
23917,7811,4,simulated
41509,7954,1,simulated
46422,2420,0,simulated
49991,9109,3,simulated
3816,3513,3,simulated
31837,1578,0,simulated
50000,2366,1,simulated
37478,4126,1,simulated
37276,61,0,simulated
39344,8759,2,simulated
4774,9415,1,simulated
12447,4192,4,simulated
30734,1849,3,simulated
10465,845,3,simulated
48633,5440,2,simulated
21577,5265,1,simulated
3321,6965,0,simulated
10751,2790,1,simulated
37467,70,0,simulated
26573,2555,4,simulated
17949,1074,0,simulated
38827,6980,0,simulated
23516,5192,0,simulated
27868,7586,3,simulated
727,1495,1,simulated
25821,9624,0,simulated
6698,4537,3,simulated
44679,7538,1,simulated
42026,7373,2,simulated
12964,1954,2,simulated
49435,6425,3,simulated
1082,9289,1,simulated
20270,5318,4,simulated
10777,3598,0,simulated
31817,6123,2,simulated
14197,1127,2,simulated
42113,1060,2,simulated
15959,1227,4,simulated
23370,8185,0,simulated
11690,8850,3,simulated
17332,768,1,simulated
37529,7145,0,simulated
13437,4368,0,simulated
67,2124,0,simulated
30726,8206,0,simulated
25213,7727,2,simulated
33333,1718,4,simulated
25402,58,0,simulated
13394,9214,0,simulated
3671,5351,1,simulated
25602,3600,4,simulated
2252,3201,3,simulated
45718,2729,0,simulated
33573,1757,0,simulated
27028,795,2,simulated
31847,2110,0,simulated
21016,5073,4,simulated
9584,7068,3,simulated
23105,6548,0,simulated
12225,8247,0,simulated
38785,8499,0,simulated
30837,8821,3,simulated
29300,5189,1,simulated
13037,4297,1,simulated
19934,4193,2,simulated
12393,4846,3,simulated
7939,411,4,simulated
4142,8805,3,simulated
23351,609,2,simulated
9547,5488,1,simulated
5336,2342,1,simulated
5078,8166,2,simulated
46016,9492,1,simulated
5612,5779,4,simulated
40858,2329,3,simulated
35661,4701,0,simulated
5578,7022,2,simulated
20003,8386,2,simulated
39452,5007,1,simulated
34276,2605,0,simulated
49104,9990,0,simulated
28648,698,0,simulated
34832,6017,2,simulated
34769,4139,1,simulated
30963,10000,4,simulated
48335,8206,4,simulated
29584,7242,3,simulated
1295,4115,2,simulated
15097,4147,0,simulated
36834,6854,1,simulated
46859,1222,1,simulated
27329,5356,2,simulated
24399,4363,2,simulated
17707,7419,3,simulated
22341,8027,4,simulated
18826,924,1,simulated
17483,9800,0,simulated
9319,5203,3,simulated
41257,6096,4,simulated
44010,1978,2,simulated
43186,1562,0,simulated
15575,4012,1,simulated
48071,1807,1,simulated
14651,7655,2,simulated
46119,5400,2,simulated
28931,6989,1,simulated
20172,5521,4,simulated
34865,7761,1,simulated
11802,1665,3,simulated
22373,139,3,simulated
16560,4372,3,simulated
32335,1567,2,simulated
39938,3820,0,simulated
13289,8803,2,simulated
22399,4451,2,simulated
10695,947,1,simulated
12192,1140,2,simulated
18052,1001,1,simulated
10738,5420,0,simulated
25252,3137,2,simulated
5148,1232,0,simulated
19644,5873,1,simulated
38968,109,1,simulated
33315,1804,2,simulated
38000,2204,0,simulated
40734,1013,4,simulated
18468,584,0,simulated
34809,7108,0,simulated
1753,9951,0,simulated
1850,9326,0,simulated
2643,4126,2,simulated
1601,3063,3,simulated
46720,1443,2,simulated
20787,4454,0,simulated
44566,7710,3,simulated
20184,9597,0,simulated
49771,6992,2,simulated
1133,8968,1,simulated
38260,731,2,simulated
31077,289,0,simulated
38564,7979,2,simulated
26692,9292,1,simulated
43300,299,2,simulated
10932,9773,1,simulated
7634,746,0,simulated
37778,6615,1,simulated
34882,6894,0,simulated
1045,3559,2,simulated
46692,7539,0,simulated
35200,164,0,simulated
24364,2841,3,simulated
46695,2261,2,simulated
1583,8485,3,simulated
14375,5241,1,simulated
1309,396,0,simulated
21302,6048,0,simulated
8794,2470,4,simulated
1621,1592,3,simulated
29884,3152,2,simulated
37535,8044,0,simulated
37961,1405,0,simulated
39391,5006,1,simulated
6094,8632,4,simulated
49253,6470,1,simulated
22260,4393,2,simulated
20656,6195,1,simulated
33006,6612,0,simulated
31630,9667,0,simulated
23611,524,4,simulated
21603,8289,4,simulated
20410,9837,0,simulated
11111,6913,1,simulated
6074,2707,1,simulated
35311,9922,0,simulated
15283,8634,0,simulated
10196,4439,3,simulated
1538,2632,4,simulated
17139,4222,1,simulated
44329,1284,1,simulated
46203,4635,2,simulated
40165,1562,1,simulated
24208,7784,2,simulated
20620,2925,3,simulated
49693,2761,1,simulated
24846,9463,0,simulated
24311,7285,2,simulated
37900,2430,3,simulated
30563,1962,1,simulated
28037,8434,1,simulated
8698,7954,4,simulated
17514,3409,4,simulated
43040,4086,2,simulated
3146,3733,2,simulated
27819,5059,0,simulated
30545,5950,0,simulated
13101,9627,4,simulated
20105,96,3,simulated
4068,106,4,simulated
36964,4317,2,simulated
30729,5295,3,simulated
32318,6621,3,simulated
31417,2953,4,simulated
42013,1403,2,simulated
40050,396,1,simulated
2510,8720,0,simulated
21401,3128,2,simulated
48271,4583,3,simulated
6534,3529,0,simulated
49834,5742,2,simulated
14671,7146,0,simulated
3933,5694,2,simulated
47364,8263,4,simulated
45810,6662,0,simulated
38329,5119,0,simulated
36785,1811,2,simulated
23724,5711,2,simulated
720,1976,1,simulated
75,5258,2,simulated
26499,2753,2,simulated
31346,2464,4,simulated
20542,2192,1,simulated
45930,8070,1,simulated
34918,2878,2,simulated
26029,4842,3,simulated
29546,2370,0,simulated
14034,3731,3,simulated
31674,772,2,simulated
30975,7545,2,simulated
23098,6121,1,simulated
36976,5675,0,simulated
27609,3026,3,simulated
23526,6902,4,simulated
15044,6037,2,simulated
41847,1639,0,simulated
11726,9769,3,simulated
36705,7301,0,simulated
42076,7173,0,simulated
37384,2123,1,simulated
29484,4070,2,simulated
7266,8112,0,simulated
22764,8654,0,simulated
10117,9766,4,simulated
15734,9914,0,simulated
46661,3854,0,simulated
25503,7902,3,simulated
37421,6593,2,simulated
43242,7513,0,simulated
9248,4621,3,simulated
23841,2744,1,simulated
21059,68,0,simulated
49694,4795,0,simulated
34930,6383,1,simulated
18636,6239,2,simulated
25629,7698,3,simulated
31363,977,0,simulated
20954,3275,3,simulated
19129,8195,1,simulated
47357,3279,0,simulated
12062,569,1,simulated
6042,6022,0,simulated
12674,1349,0,simulated
21060,6943,1,simulated
34329,3594,2,simulated
44723,3,2,simulated
17549,7004,4,simulated
15079,5580,4,simulated
5420,3422,2,simulated
35491,787,0,simulated
