customer_id,age,annual_income,purchase_frequency,avg_order_value,tenure_months,customer_satisfaction,num_support_tickets,total_spend,days_since_last_purchase,device_type,region,membership_tier,churned,spend_per_purchase,avg_monthly_spend,customer_lifetime_value,engagement_score,churn_risk_score,recency_score,frequency_score,monetary_score,age_income_interaction,support_satisfaction,age_group,income_tier,device_type_Desktop,device_type_Mobile,device_type_Tablet,region_Central,region_East,region_North,region_South,region_West,membership_tier_Bronze,membership_tier_Gold,membership_tier_Platinum,membership_tier_Silver,age_group_18-25,age_group_26-35,age_group_36-50,age_group_51-65,age_group_65+,income_tier_Low,income_tier_Medium,income_tier_High,income_tier_Very High,device_type_target_encoded,region_target_encoded,membership_tier_target_encoded,age_group_target_encoded,income_tier_target_encoded,device_type_freq,region_freq,membership_tier_freq,age_group_freq,income_tier_freq,purchase_day,purchase_month,day_sin,day_cos,month_sin,month_cos
1616,76,55071,10,56,22,4.7,1,6703,38,Tablet,Central,Silver,0,670.3,304.68,6703,10.0,0,0.6555883369077856,2.3978952727983707,8.810459642161918,418.5396,0.2999999999999998,65+,High,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,0.16401590457256462,0.15396188565697091,0.17355643044619423,0.17,0.174,0.1006,0.1994,0.3048,0.01,0.25,2,7,0.9749279121818236,-0.22252093395631434,-0.4999999999999997,-0.8660254037844388
1617,41,29842,4,167,18,4.1,3,3487,1,Mobile,North,Bronze,0,871.75,193.72,3487,10.0,0,0.9889503892939223,1.6094379124341003,8.15708378502887,122.3522,2.700000000000001,36-50,Medium,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,0.17439919893190922,0.16658452439625432,0.17365878464276632,0.16906390002357935,0.1669421487603306,0.5992,0.2029,0.3933,0.4241,0.1815,5,7,-0.9749279121818236,-0.2225209339563146,-0.4999999999999997,-0.8660254037844388
1618,28,58452,6,89,25,4.2,1,24962,30,Mobile,West,Bronze,0,4160.33,998.48,24962,10.0,0,0.7165313105737893,1.9459101490553132,10.12515000756854,163.6656,0.7999999999999998,26-35,High,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,0.17439919893190922,0.17435897435897435,0.17365878464276632,0.16300036062026685,0.174,0.5992,0.195,0.3933,0.2773,0.25,6,8,-0.7818314824680299,0.6234898018587334,-0.8660254037844385,-0.5000000000000004
1619,32,20000,11,67,27,2.3,3,6928,7,Desktop,East,Platinum,1,629.82,256.59,0,10.0,30,0.925169997034202,2.4849066497880004,8.843470781627381,64.0,8.100000000000001,26-35,Low,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,0.15856095936042638,0.17163048965169106,0.14825306893295562,0.16300036062026685,0.17519623233908949,0.3002,0.1981,0.1059,0.2773,0.3185,0,7,0.0,1.0,-0.4999999999999997,-0.8660254037844388
1620,51,98252,6,120,12,3.9,2,14934,15,Desktop,North,Bronze,0,2489.0,1244.5,14934,10.0,0,0.8464817248906141,1.9459101490553132,9.61146273065021,501.0852,2.2,51-65,Very High,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,0.15856095936042638,0.16658452439625432,0.17365878464276632,0.17013086989992302,0.156,0.3002,0.2029,0.3933,0.1299,0.25,1,12,0.7818314824680298,0.6234898018587336,-2.4492935982947064e-16,1.0
1621,39,75211,3,181,6,1.0,0,1862,22,Tablet,South,Gold,1,620.67,310.33,0,10.0,30,0.7831394949065555,1.3862943611198906,7.529943370601589,293.3229,0.0,36-50,Very High,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,0.16401590457256462,0.17644183773216032,0.16173469387755102,0.16906390002357935,0.156,0.1006,0.2046,0.196,0.4241,0.25,2,9,0.9749279121818236,-0.22252093395631434,-1.0,-1.8369701987210297e-16
1622,20,20000,4,40,14,3.9,1,16108,49,Mobile,East,Bronze,0,4027.0,1150.57,16108,10.0,0,0.5801640071622538,1.6094379124341003,9.687133400997965,40.0,1.1,18-25,Low,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,0.17439919893190922,0.17163048965169106,0.17365878464276632,0.17580340264650285,0.17519623233908949,0.5992,0.1981,0.3933,0.1587,0.3185,0,11,0.0,1.0,-0.5000000000000004,0.8660254037844384
1623,49,73057,7,110,2,2.6,0,13605,60,Mobile,Central,Silver,0,1943.57,6802.5,13605,10.0,50,0.513417119032592,2.0794415416798357,9.518266150905006,357.9793,0.0,36-50,Very High,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,0.17439919893190922,0.15396188565697091,0.17355643044619423,0.16906390002357935,0.156,0.5992,0.1994,0.3048,0.4241,0.25,5,9,-0.9749279121818236,-0.2225209339563146,-1.0,-1.8369701987210297e-16
1624,29,20000,4,107,33,4.9,1,9843,63,Mobile,North,Silver,0,2460.75,298.27,9843,10.0,0,0.4965853037914095,1.6094379124341003,9.194617411510947,58.0,0.09999999999999964,26-35,Low,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,0.17439919893190922,0.16658452439625432,0.17355643044619423,0.16300036062026685,0.17519623233908949,0.5992,0.2029,0.3048,0.2773,0.3185,0,6,0.0,1.0,1.2246467991473532e-16,-1.0
1625,60,20000,7,118,35,4.4,1,16038,47,Mobile,South,Gold,0,2291.14,458.23,16038,10.0,0,0.5932008580621295,2.0794415416798357,9.682778535337379,120.0,0.5999999999999996,51-65,Low,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,0.17439919893190922,0.17644183773216032,0.16173469387755102,0.17013086989992302,0.17519623233908949,0.5992,0.2046,0.196,0.1299,0.3185,1,7,0.7818314824680298,0.6234898018587336,-0.4999999999999997,-0.8660254037844388
1626,50,20000,5,72,68,3.7,1,6549,25,Mobile,North,Bronze,0,1309.8,96.31,6549,10.0,0,0.7574651283969664,1.791759469228055,8.787220328629298,100.0,1.2999999999999998,36-50,Low,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,0.17439919893190922,0.16658452439625432,0.17365878464276632,0.16906390002357935,0.17519623233908949,0.5992,0.2029,0.3933,0.4241,0.3185,4,2,-0.433883739117558,-0.9009688679024191,0.8660254037844386,0.5000000000000001
1627,32,75757,7,205,55,4.6,1,9198,7,Desktop,East,Bronze,0,1314.0,167.24,9198,10.0,0,0.925169997034202,2.0794415416798357,9.126850061477157,242.4224,0.40000000000000036,26-35,Very High,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,0.15856095936042638,0.17163048965169106,0.17365878464276632,0.16300036062026685,0.156,0.3002,0.1981,0.3933,0.2773,0.25,0,9,0.0,1.0,-1.0,-1.8369701987210297e-16
1628,53,70503,7,66,3,5.0,2,19850,0,Mobile,Central,Silver,0,2835.71,6616.67,19850,10.0,20,1.0,2.0794415416798357,9.89600966268017,373.6659,0.0,51-65,High,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,0.17439919893190922,0.15396188565697091,0.17355643044619423,0.17013086989992302,0.174,0.5992,0.1994,0.3048,0.1299,0.25,6,12,-0.7818314824680299,0.6234898018587334,-2.4492935982947064e-16,1.0
1629,38,84002,1,81,18,3.4,5,10134,23,Mobile,North,Silver,0,10134.0,563.0,10134,10.0,25,0.7744861083592839,0.6931471805599453,9.2237500588861,319.2076,8.0,36-50,Very High,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,0.17439919893190922,0.16658452439625432,0.17355643044619423,0.16906390002357935,0.156,0.5992,0.2029,0.3048,0.4241,0.25,0,1,0.0,1.0,0.49999999999999994,0.8660254037844387
1630,48,20000,4,170,29,3.8,0,21062,66,Mobile,Central,Silver,0,5265.5,726.28,21062,10.0,0,0.4803053010897994,1.6094379124341003,9.955273225685358,96.0,0.0,36-50,Low,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,0.17439919893190922,0.15396188565697091,0.17355643044619423,0.16906390002357935,0.17519623233908949,0.5992,0.1994,0.3048,0.4241,0.3185,5,1,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,0.8660254037844387
1631,43,34780,10,36,42,2.3,1,17932,40,Mobile,Central,Silver,1,1793.2,426.95,0,10.0,30,0.6411803884299546,2.3978952727983707,9.794397869948424,149.554,2.7,36-50,Medium,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,0.17439919893190922,0.15396188565697091,0.17355643044619423,0.16906390002357935,0.1669421487603306,0.5992,0.1994,0.3048,0.4241,0.1815,5,3,-0.9749279121818236,-0.2225209339563146,1.0,6.123233995736766e-17
1632,27,61011,6,187,8,2.6,1,22564,121,Mobile,South,Bronze,0,3760.67,2820.5,22564,10.0,55,0.2606844923563118,1.9459101490553132,10.024155312261101,164.7297,2.4,26-35,High,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,0.17439919893190922,0.17644183773216032,0.17365878464276632,0.16300036062026685,0.174,0.5992,0.2046,0.3933,0.2773,0.25,2,12,0.9749279121818236,-0.22252093395631434,-2.4492935982947064e-16,1.0
1633,30,20000,10,242,104,2.6,0,12824,12,Mobile,Central,Gold,0,1282.4,123.31,12824,10.0,30,0.8751733190429475,2.3978952727983707,9.45915167003897,60.0,0.0,26-35,Low,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,0.17439919893190922,0.15396188565697091,0.16173469387755102,0.16300036062026685,0.17519623233908949,0.5992,0.1994,0.196,0.2773,0.3185,5,6,-0.9749279121818236,-0.2225209339563146,1.2246467991473532e-16,-1.0
1634,50,52461,6,34,16,3.6,2,15960,16,Desktop,South,Silver,0,2660.0,997.5,15960,10.0,0,0.8371284313607636,1.9459101490553132,9.677903525682558,262.305,2.8,36-50,High,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,0.15856095936042638,0.17644183773216032,0.17355643044619423,0.16906390002357935,0.174,0.3002,0.2046,0.3048,0.4241,0.25,3,5,0.43388373911755823,-0.900968867902419,0.49999999999999994,-0.8660254037844387
1635,33,20000,4,10,14,3.9,3,14056,34,Mobile,East,Gold,0,3514.0,1004.0,14056,4.4,0,0.6853827910309876,1.6094379124341003,9.550875771331766,66.0,3.3000000000000003,26-35,Low,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,0.17439919893190922,0.17163048965169106,0.16173469387755102,0.16300036062026685,0.17519623233908949,0.5992,0.1981,0.196,0.2773,0.3185,1,2,0.7818314824680298,0.6234898018587336,0.8660254037844386,0.5000000000000001
1636,33,20000,6,113,13,2.8,4,1651,49,Mobile,South,Gold,0,275.17,127.0,1651,10.0,55,0.5801640071622538,1.9459101490553132,7.409741954080923,66.0,8.8,26-35,Low,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,0.17439919893190922,0.17644183773216032,0.16173469387755102,0.16300036062026685,0.17519623233908949,0.5992,0.2046,0.196,0.2773,0.3185,1,9,0.7818314824680298,0.6234898018587336,-1.0,-1.8369701987210297e-16
1637,26,32293,2,145,4,3.8,2,7366,36,Mobile,West,Silver,0,3683.0,1841.5,7366,10.0,20,0.6703200460356393,1.0986122886681098,8.904765846682814,83.9618,2.4000000000000004,26-35,Medium,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,0.17439919893190922,0.17435897435897435,0.17355643044619423,0.16300036062026685,0.1669421487603306,0.5992,0.195,0.3048,0.2773,0.1815,4,10,-0.433883739117558,-0.9009688679024191,-0.8660254037844386,0.5000000000000001
1638,43,53003,5,106,19,4.5,1,11894,18,Mobile,East,Gold,0,2378.8,626.0,11894,10.0,0,0.8187307530779818,1.791759469228055,9.383873422737057,227.9129,0.5,36-50,High,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,0.17439919893190922,0.17163048965169106,0.16173469387755102,0.16906390002357935,0.174,0.5992,0.1981,0.196,0.4241,0.25,4,4,-0.433883739117558,-0.9009688679024191,0.8660254037844387,-0.4999999999999998
1639,62,20000,5,209,3,3.7,3,3383,23,Desktop,East,Bronze,0,676.6,1127.67,3383,10.0,20,0.7744861083592839,1.791759469228055,8.126813720726114,124.0,3.8999999999999995,51-65,Low,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,0.15856095936042638,0.17163048965169106,0.17365878464276632,0.17013086989992302,0.17519623233908949,0.3002,0.1981,0.3933,0.1299,0.3185,1,4,0.7818314824680298,0.6234898018587336,0.8660254037844387,-0.4999999999999998
1640,25,20000,3,154,44,4.6,4,11768,10,Desktop,West,Silver,0,3922.67,267.45,11768,10.0,25,0.8948393168143698,1.3862943611198906,9.373224234877663,50.0,1.6000000000000014,18-25,Low,True,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,True,False,False,False,0.15856095936042638,0.17435897435897435,0.17355643044619423,0.17580340264650285,0.17519623233908949,0.3002,0.195,0.3048,0.1587,0.3185,6,5,-0.7818314824680299,0.6234898018587334,0.49999999999999994,-0.8660254037844387
1641,38,20000,6,123,1,1.7,1,2485,30,Tablet,South,Bronze,1,414.17,2485.0,0,10.0,50,0.7165313105737893,1.9459101490553132,7.818430272070656,76.0,3.3,36-50,Low,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,0.16401590457256462,0.17644183773216032,0.17365878464276632,0.16906390002357935,0.17519623233908949,0.1006,0.2046,0.3933,0.4241,0.3185,4,8,-0.433883739117558,-0.9009688679024191,-0.8660254037844385,-0.5000000000000004
1642,54,20000,1,50,45,1.9,3,4637,5,Mobile,North,Gold,1,4637.0,103.04,0,10.0,30,0.9459594689067654,0.6931471805599453,8.442038517815478,108.0,9.3,51-65,Low,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,0.17439919893190922,0.16658452439625432,0.16173469387755102,0.17013086989992302,0.17519623233908949,0.5992,0.2029,0.196,0.1299,0.3185,2,10,0.9749279121818236,-0.22252093395631434,-0.8660254037844386,0.5000000000000001
1643,37,20000,3,51,39,4.1,1,32764,54,Desktop,West,Platinum,0,10921.33,840.1,32764,10.0,0,0.5488116360940265,1.3862943611198906,10.397116151473597,74.0,0.9000000000000004,36-50,Low,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,0.15856095936042638,0.17435897435897435,0.14825306893295562,0.16906390002357935,0.17519623233908949,0.3002,0.195,0.1059,0.4241,0.3185,5,4,-0.9749279121818236,-0.2225209339563146,0.8660254037844387,-0.4999999999999998
1644,43,25138,4,136,8,3.7,3,16859,37,Tablet,North,Gold,0,4214.75,2107.38,16859,10.0,0,0.6629132704784655,1.6094379124341003,9.732699231555847,108.0934,3.8999999999999995,36-50,Medium,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,0.16401590457256462,0.16658452439625432,0.16173469387755102,0.16906390002357935,0.1669421487603306,0.1006,0.2029,0.196,0.4241,0.1815,1,5,0.7818314824680298,0.6234898018587336,0.49999999999999994,-0.8660254037844387
1645,25,53035,5,470,1,3.6,2,11209,27,Mobile,East,Bronze,0,2241.8,11209.0,11209,10.0,20,0.7408182206817179,1.791759469228055,9.324561516066206,132.5875,2.8,18-25,High,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,0.17439919893190922,0.17163048965169106,0.17365878464276632,0.17580340264650285,0.174,0.5992,0.1981,0.3933,0.1587,0.25,4,12,-0.433883739117558,-0.9009688679024191,-2.4492935982947064e-16,1.0
1646,43,28815,3,118,51,3.6,2,11708,11,Desktop,East,Bronze,0,3902.67,229.57,11708,10.0,0,0.8849516907190785,1.3862943611198906,9.368113055848724,123.9045,2.8,36-50,Medium,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,0.15856095936042638,0.17163048965169106,0.17365878464276632,0.16906390002357935,0.1669421487603306,0.3002,0.1981,0.3933,0.4241,0.1815,1,4,0.7818314824680298,0.6234898018587336,0.8660254037844387,-0.4999999999999998
1647,35,74799,1,24,39,2.4,3,11797,5,Tablet,East,Bronze,1,11797.0,302.49,0,7.4,30,0.9459594689067654,0.6931471805599453,9.37568530456302,261.7965,7.800000000000001,26-35,Very High,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,0.16401590457256462,0.17163048965169106,0.17365878464276632,0.16300036062026685,0.156,0.1006,0.1981,0.3933,0.2773,0.25,3,6,0.43388373911755823,-0.900968867902419,1.2246467991473532e-16,-1.0
1648,49,63517,4,128,24,1.8,1,10001,4,Mobile,West,Silver,1,2500.25,416.71,0,10.0,30,0.9565287391030293,1.6094379124341003,9.21054035197885,311.2333,3.2,36-50,High,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,0.17439919893190922,0.17435897435897435,0.17355643044619423,0.16906390002357935,0.174,0.5992,0.195,0.3048,0.4241,0.25,0,12,0.0,1.0,-2.4492935982947064e-16,1.0
1649,52,20000,4,124,1,4.4,3,21240,34,Desktop,South,Platinum,0,5310.0,21240.0,21240,10.0,20,0.6853827910309876,1.6094379124341003,9.963688555226884,104.0,1.799999999999999,51-65,Low,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,0.15856095936042638,0.17644183773216032,0.14825306893295562,0.17013086989992302,0.17519623233908949,0.3002,0.2046,0.1059,0.1299,0.3185,5,3,-0.9749279121818236,-0.2225209339563146,1.0,6.123233995736766e-17
1650,69,20000,8,173,17,4.6,2,3766,29,Desktop,Central,Bronze,0,470.75,221.53,3766,10.0,0,0.7245371641800644,2.1972245773362196,8.23403420769204,138.0,0.8000000000000007,65+,Low,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,0.15856095936042638,0.15396188565697091,0.17365878464276632,0.17,0.17519623233908949,0.3002,0.1994,0.3933,0.01,0.3185,1,8,0.7818314824680298,0.6234898018587336,-0.8660254037844385,-0.5000000000000004
1651,44,105162,6,64,65,2.8,3,14851,2,Mobile,Central,Platinum,0,2475.17,228.48,14851,10.0,30,0.9780228724846005,1.9459101490553132,9.60588981529697,462.7128,6.6000000000000005,36-50,Very High,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,0.17439919893190922,0.15396188565697091,0.14825306893295562,0.16906390002357935,0.156,0.5992,0.1994,0.1059,0.4241,0.25,0,6,0.0,1.0,1.2246467991473532e-16,-1.0
1652,41,20000,1,10,2,1.4,2,10594,17,Mobile,Central,Silver,1,10594.0,5297.0,0,3.2,50,0.8278784880832378,0.6931471805599453,9.2681374707024,82.0,7.2,36-50,Low,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,0.17439919893190922,0.15396188565697091,0.17355643044619423,0.16906390002357935,0.17519623233908949,0.5992,0.1994,0.3048,0.4241,0.3185,4,10,-0.433883739117558,-0.9009688679024191,-0.8660254037844386,0.5000000000000001
1653,40,20000,6,73,17,3.4,0,7686,11,Mobile,Central,Gold,0,1281.0,452.12,7686,10.0,0,0.8849516907190785,1.9459101490553132,8.947285869349132,80.0,0.0,36-50,Low,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,0.17439919893190922,0.15396188565697091,0.16173469387755102,0.16906390002357935,0.17519623233908949,0.5992,0.1994,0.196,0.4241,0.3185,0,5,0.0,1.0,0.49999999999999994,-0.8660254037844387
1654,33,20000,4,139,39,2.8,1,23723,9,Mobile,North,Bronze,0,5930.75,608.28,23723,10.0,30,0.9048374180359595,1.6094379124341003,10.074242472958618,66.0,2.2,26-35,Low,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,0.17439919893190922,0.16658452439625432,0.17365878464276632,0.16300036062026685,0.17519623233908949,0.5992,0.2029,0.3933,0.2773,0.3185,5,2,-0.9749279121818236,-0.2225209339563146,0.8660254037844386,0.5000000000000001
1655,42,49488,3,64,25,4.3,0,11374,1,Desktop,West,Bronze,0,3791.33,454.96,11374,10.0,0,0.9889503892939223,1.3862943611198906,9.33917324381915,207.8496,0.0,36-50,High,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,0.15856095936042638,0.17435897435897435,0.17365878464276632,0.16906390002357935,0.174,0.3002,0.195,0.3933,0.4241,0.25,1,10,0.7818314824680298,0.6234898018587336,-0.8660254037844386,0.5000000000000001
1656,34,43658,2,151,12,2.5,1,6820,22,Mobile,East,Platinum,0,3410.0,568.33,6820,10.0,30,0.7831394949065555,1.0986122886681098,8.82776136765472,148.4372,2.5,26-35,High,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,0.17439919893190922,0.17163048965169106,0.14825306893295562,0.16300036062026685,0.174,0.5992,0.1981,0.1059,0.2773,0.25,3,10,0.43388373911755823,-0.900968867902419,-0.8660254037844386,0.5000000000000001
1657,40,200000,5,152,53,4.2,1,26561,90,Desktop,South,Bronze,0,5312.2,501.15,26561,10.0,0,0.36787944117144233,1.791759469228055,10.187236901960196,800.0,0.7999999999999998,36-50,Very High,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,0.15856095936042638,0.17644183773216032,0.17365878464276632,0.16906390002357935,0.156,0.3002,0.2046,0.3933,0.4241,0.25,6,7,-0.7818314824680299,0.6234898018587334,-0.4999999999999997,-0.8660254037844388
1658,53,108988,5,168,17,3.6,3,20898,3,Tablet,South,Bronze,0,4179.6,1229.29,20898,10.0,0,0.9672161004820059,1.791759469228055,9.947456589918252,577.6364,4.199999999999999,51-65,Very High,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,0.16401590457256462,0.17644183773216032,0.17365878464276632,0.17013086989992302,0.156,0.1006,0.2046,0.3933,0.1299,0.25,4,2,-0.433883739117558,-0.9009688679024191,0.8660254037844386,0.5000000000000001
1659,25,26453,6,44,48,4.8,7,15017,32,Mobile,West,Gold,1,2502.83,312.85,0,10.0,25,0.7007840105925328,1.9459101490553132,9.61700476065983,66.1325,1.4000000000000012,18-25,Medium,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,0.17439919893190922,0.17435897435897435,0.16173469387755102,0.17580340264650285,0.1669421487603306,0.5992,0.195,0.196,0.1587,0.1815,1,1,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387
1660,51,23227,2,41,22,4.1,1,11457,52,Desktop,East,Bronze,0,5728.5,520.77,11457,10.0,0,0.5611439686474896,1.0986122886681098,9.346443454968522,118.4577,0.9000000000000004,51-65,Medium,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,0.15856095936042638,0.17163048965169106,0.17365878464276632,0.17013086989992302,0.1669421487603306,0.3002,0.1981,0.3933,0.1299,0.1815,5,7,-0.9749279121818236,-0.2225209339563146,-0.4999999999999997,-0.8660254037844388
1661,53,20000,3,183,9,3.1,1,4204,13,Mobile,East,Bronze,0,1401.33,467.11,4204,10.0,0,0.865502994567177,1.3862943611198906,8.344029572407049,106.0,1.9,51-65,Low,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,0.17439919893190922,0.17163048965169106,0.17365878464276632,0.17013086989992302,0.17519623233908949,0.5992,0.1981,0.3933,0.1299,0.3185,4,5,-0.433883739117558,-0.9009688679024191,0.49999999999999994,-0.8660254037844387
1662,36,20000,1,47,54,3.9,1,4681,101,Desktop,North,Gold,0,4681.0,86.69,4681,10.0,25,0.3255555334454577,0.6931471805599453,8.451480648050856,72.0,1.1,36-50,Low,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,0.15856095936042638,0.16658452439625432,0.16173469387755102,0.16906390002357935,0.17519623233908949,0.3002,0.2029,0.196,0.4241,0.3185,2,1,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387
1663,18,20000,6,39,50,3.5,1,14913,4,Mobile,Central,Silver,0,2485.5,298.26,14913,10.0,0,0.9565287391030293,1.9459101490553132,9.61005564810374,36.0,1.5,18-25,Low,False,True,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,0.17439919893190922,0.15396188565697091,0.17355643044619423,0.17580340264650285,0.17519623233908949,0.5992,0.1994,0.3048,0.1587,0.3185,0,4,0.0,1.0,0.8660254037844387,-0.4999999999999998
1664,30,20000,7,77,8,2.0,1,12476,9,Mobile,Central,Bronze,1,1782.29,1559.5,0,10.0,30,0.9048374180359595,2.0794415416798357,9.431642228411022,60.0,3.0,26-35,Low,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,0.17439919893190922,0.15396188565697091,0.17365878464276632,0.16300036062026685,0.17519623233908949,0.5992,0.1994,0.3933,0.2773,0.3185,6,12,-0.7818314824680299,0.6234898018587334,-2.4492935982947064e-16,1.0
1665,53,20000,3,93,5,4.1,2,13831,12,Desktop,West,Silver,0,4610.33,2766.2,13831,10.0,20,0.8751733190429475,1.3862943611198906,9.534740027363126,106.0,1.8000000000000007,51-65,Low,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,0.15856095936042638,0.17435897435897435,0.17355643044619423,0.17013086989992302,0.17519623233908949,0.3002,0.195,0.3048,0.1299,0.3185,5,4,-0.9749279121818236,-0.2225209339563146,0.8660254037844387,-0.4999999999999998
1666,37,20000,7,59,92,3.5,2,13037,13,Mobile,Central,Platinum,0,1862.43,141.71,13037,10.0,0,0.865502994567177,2.0794415416798357,9.475623449484484,74.0,3.0,36-50,Low,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,0.17439919893190922,0.15396188565697091,0.14825306893295562,0.16906390002357935,0.17519623233908949,0.5992,0.1994,0.1059,0.4241,0.3185,2,10,0.9749279121818236,-0.22252093395631434,-0.8660254037844386,0.5000000000000001
1667,26,20000,7,76,15,1.4,3,17583,68,Mobile,Central,Bronze,1,2511.86,1172.2,0,10.0,30,0.46974957024142655,2.0794415416798357,9.774744676643403,52.0,10.8,26-35,Low,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,0.17439919893190922,0.15396188565697091,0.17365878464276632,0.16300036062026685,0.17519623233908949,0.5992,0.1994,0.3933,0.2773,0.3185,1,7,0.7818314824680298,0.6234898018587336,-0.4999999999999997,-0.8660254037844388
1668,31,162957,5,21,120,2.1,1,12390,0,Mobile,Central,Bronze,1,2478.0,103.25,0,8.0,30,1.0,1.791759469228055,9.424725681616493,505.1667,2.9,26-35,Very High,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,0.17439919893190922,0.15396188565697091,0.17365878464276632,0.16300036062026685,0.156,0.5992,0.1994,0.3933,0.2773,0.25,3,9,0.43388373911755823,-0.900968867902419,-1.0,-1.8369701987210297e-16
1669,48,43193,5,21,7,2.9,3,15067,3,Tablet,North,Platinum,0,3013.4,2152.43,15067,7.8,30,0.9672161004820059,1.791759469228055,9.620328568811932,207.3264,6.300000000000001,36-50,High,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,0.16401590457256462,0.16658452439625432,0.14825306893295562,0.16906390002357935,0.174,0.1006,0.2029,0.1059,0.4241,0.25,4,2,-0.433883739117558,-0.9009688679024191,0.8660254037844386,0.5000000000000001
