visitor_id,age,ticket_type,visit_date,group_size,spend_amount,satisfaction_score,attractions_visited,time_spent_hours,return_visitor,feedback_text
14543,60,Premium,2063-10-25,2,40.65830476914327,5.0,3,3.513211351142841,0,Expensive
14544,8,Standard,2063-10-26,2,136.81594368021229,2.6,1,4.866602012290259,0,Educational and fun
14545,14,Premium,2063-10-27,5,10.0,4.6,2,3.4580998441753223,0,Amazing experience!
14546,47,Premium,2063-10-28,1,252.16462620088097,3.4,6,7.0649062137717324,0,Amazing experience!
14547,57,Standard,2063-10-29,2,193.96959593007733,3.5,3,4.635087790547345,0,Educational and fun
14548,13,Standard,2063-10-30,4,10.0,4.7,3,6.148454292555807,1,Great day out
14549,68,Annual Pass,2063-10-31,2,147.45177741556293,5.0,5,4.898657188162254,0,Amazing experience!
14550,18,Standard,2063-11-01,1,158.20349183697726,2.0,3,3.747873600626945,1,Amazing experience!
14551,43,Standard,2063-11-02,2,168.66177342606892,2.4,7,4.931901781549272,0,Too crowded
14552,5,VIP,2063-11-03,2,40.75692512641639,1.6,4,3.9633214755415787,0,Expensive
14553,22,Premium,2063-11-04,1,23.287838619593636,2.3,3,1.2393418365263744,0,Expensive
14554,45,Premium,2063-11-05,1,19.70447625697362,3.1,5,3.888389549171536,0,Educational and fun
14555,65,Annual Pass,2063-11-06,1,87.12201875833516,3.1,7,2.7188764170276167,0,Amazing experience!
14556,39,Standard,2063-11-07,4,71.29201557294391,4.4,3,3.673422784368098,0,Educational and fun
14557,38,Standard,2063-11-08,5,89.50950688459108,4.4,2,5.235861591077328,1,Expensive
14558,37,Standard,2063-11-09,6,83.96290563669436,4.4,5,1.7250348819514025,0,Too crowded
14559,25,Standard,2063-11-10,5,24.11122009245487,3.5,4,2.850257945876118,1,Animals were active
14560,26,Premium,2063-11-11,2,92.07429705136454,2.5,4,4.583757355559584,0,Great day out
14561,28,Standard,2063-11-12,1,137.72995826474295,2.4,2,4.81609942802668,1,Animals were active
14562,54,Standard,2063-11-13,5,272.2821579076896,1.5,5,2.8119562988533953,0,Great day out
14563,27,Standard,2063-11-14,6,29.0252612686037,2.4,4,5.2366630471193645,1,Great day out
14564,66,Premium,2063-11-15,1,28.3092010298004,1.8,4,2.6268971764660085,0,Too crowded
14565,30,Standard,2063-11-16,2,45.671810931022904,1.4,6,2.646905028018698,0,Great day out
14566,54,Standard,2063-11-17,1,102.36950260310618,1.3,4,2.367773951354693,0,Educational and fun
14567,66,Premium,2063-11-18,1,10.0,1.9,4,4.373572702923334,0,Great day out
14568,18,Standard,2063-11-19,2,132.19568871117178,2.5,4,4.527136585009776,0,Expensive
14569,33,VIP,2063-11-20,2,167.5033083219344,4.0,4,6.826946373969053,0,Great day out
14570,47,Premium,2063-11-21,4,190.69299032789726,1.6,2,2.890321381050059,1,Expensive
14571,15,Standard,2063-11-22,6,35.355636411826545,4.5,5,4.87300778613882,0,Great day out
14572,67,Standard,2063-11-23,2,111.39742590490023,2.4,8,8.799413576873068,0,Expensive
14573,58,Standard,2063-11-24,2,115.55285969611559,4.0,3,3.2375195516948176,0,Great day out
14574,51,VIP,2063-11-25,4,256.6153638744779,1.9,1,6.587271389488524,1,Too crowded
14575,9,Standard,2063-11-26,1,15.53379205143642,1.4,1,4.107646188049322,0,Too crowded
14576,29,Annual Pass,2063-11-27,1,112.6742177113264,1.4,2,2.728174737278321,0,Expensive
14577,41,Standard,2063-11-28,4,81.82873752826644,2.6,2,3.6072068246247633,1,Animals were active
14578,63,Standard,2063-11-29,6,63.26872581200432,4.6,2,3.541249977384689,0,Amazing experience!
14579,36,Standard,2063-11-30,3,10.41926501306497,2.3,6,3.4239540997220006,1,Amazing experience!
14580,21,Standard,2063-12-01,2,10.0,5.0,3,3.909949650138479,0,Great day out
14581,52,Annual Pass,2063-12-02,5,79.8451956631078,4.4,2,2.571657846909679,1,Educational and fun
14582,69,Standard,2063-12-03,2,10.0,2.6,1,3.4999356544735676,0,Animals were active
14583,49,VIP,2063-12-04,3,17.701693576490342,1.0,11,5.233092222147254,0,Expensive
14584,48,Annual Pass,2063-12-05,2,10.0,2.1,4,6.340450289187766,0,Too crowded
14585,67,Premium,2063-12-06,8,158.6340842220308,1.3,9,3.116548698824119,0,Too crowded
14586,29,Standard,2063-12-07,1,35.15411230629793,1.5,2,5.93949883655727,0,Expensive
14587,13,Standard,2063-12-08,1,77.5867070189538,3.6,6,4.765193983980771,0,Great day out
14588,56,Standard,2063-12-09,2,32.24930470826561,4.4,3,5.849623676333758,0,Too crowded
14589,49,Standard,2063-12-10,2,42.96960213801346,5.0,3,3.6046422615319886,0,Great day out
14590,25,VIP,2063-12-11,1,169.3554341350365,3.0,1,1.7009157486765267,0,Too crowded
14591,27,Premium,2063-12-12,4,293.7887308481945,4.9,4,7.487454637718747,0,Amazing experience!
14592,16,Premium,2063-12-13,3,74.32939293372274,2.1,3,4.89789137712218,0,Too crowded
14593,44,Annual Pass,2063-12-14,2,65.19032600452297,3.1,6,5.723617970969631,0,Amazing experience!
14594,19,Standard,2063-12-15,2,153.69624855058598,3.4,3,7.778194829846957,0,Too crowded
14595,26,Standard,2063-12-16,2,253.8505853990655,1.0,4,1.0876227434456043,1,Animals were active
14596,30,Premium,2063-12-17,3,10.0,2.8,6,1.6861471064539102,0,Amazing experience!
14597,45,Standard,2063-12-18,1,110.62652942408157,4.3,4,5.913792181118286,1,Educational and fun
14598,8,VIP,2063-12-19,4,68.44341188785954,4.3,3,5.255264564014421,0,Expensive
14599,28,Standard,2063-12-20,1,37.9733444778805,1.6,2,3.6662008762723204,1,Expensive
14600,9,VIP,2063-12-21,4,187.75068145281244,1.7,4,4.624220368108452,1,Amazing experience!
14601,32,Standard,2063-12-22,3,19.337986215402772,2.1,6,4.106806421816277,1,Expensive
14602,49,Premium,2063-12-23,4,28.567387209928853,4.0,5,2.0035656037633833,0,Great day out
14603,56,Standard,2063-12-24,2,78.97349778115874,4.4,5,6.680841336165981,0,Amazing experience!
14604,50,Premium,2063-12-25,2,262.33038641544874,3.4,8,3.2492636624286124,0,Amazing experience!
14605,51,Standard,2063-12-26,2,106.7283033577737,4.3,5,4.59599692557033,0,Too crowded
14606,49,Standard,2063-12-27,1,10.0,1.7,5,1.2031769755395536,0,Great day out
14607,65,Premium,2063-12-28,3,53.94271739937046,3.4,5,5.184368822596442,0,Great day out
14608,23,Premium,2063-12-29,3,178.61117467036976,2.8,7,2.488453922509918,0,Expensive
14609,47,Premium,2063-12-30,4,116.85519572573969,3.5,4,3.4504839401548804,0,Great day out
14610,29,Premium,2063-12-31,4,204.09521816149137,1.5,5,4.752889698117452,1,Expensive
14611,8,Standard,2064-01-01,2,10.0,2.5,5,4.485078518344592,0,Amazing experience!
14612,37,Standard,2064-01-02,5,32.94857120520491,2.2,6,4.37312949468351,1,Amazing experience!
14613,38,VIP,2064-01-03,3,92.06070983722661,4.3,4,2.0776021552636825,0,Great day out
14614,35,Annual Pass,2064-01-04,3,34.08271046666838,2.1,6,4.718404765230772,0,Educational and fun
14615,51,Standard,2064-01-05,3,45.510238339337576,2.1,7,4.800440921427523,0,Expensive
14616,24,Standard,2064-01-06,4,26.55217524999433,4.6,4,4.189167182641843,1,Amazing experience!
14617,59,Standard,2064-01-07,2,10.092228431263193,2.7,4,3.460278283465792,1,Amazing experience!
14618,15,Premium,2064-01-08,1,139.3684708109443,3.1,5,4.324019195607848,0,Amazing experience!
14619,66,Standard,2064-01-09,1,153.63422686573483,1.5,4,2.423673095867275,0,Too crowded
14620,7,Premium,2064-01-10,3,59.72174658045992,4.2,1,5.29826795290842,1,Great day out
14621,7,Annual Pass,2064-01-11,3,71.84758739430183,4.0,3,2.578430698848379,0,Expensive
14622,9,Standard,2064-01-12,2,76.88104004532585,2.7,1,3.5299936288824623,0,Educational and fun
14623,27,Premium,2064-01-13,2,500.0,4.1,4,2.266241694942634,1,Amazing experience!
14624,17,Premium,2064-01-14,3,31.860170616875195,4.7,4,3.4206102659992643,0,Amazing experience!
14625,36,VIP,2064-01-15,2,56.98093470364148,4.6,2,2.5732464024140187,0,Too crowded
14626,13,Standard,2064-01-16,2,61.937578115930904,1.3,5,2.90226170549974,0,Expensive
14627,42,Annual Pass,2064-01-17,1,78.02138506119208,2.5,8,5.075213205795774,0,Great day out
14628,52,Standard,2064-01-18,1,43.06627455221069,3.4,5,4.115455010367429,1,Too crowded
14629,67,Standard,2064-01-19,1,15.336699839702629,2.5,6,2.842448507723378,0,Amazing experience!
14630,27,Standard,2064-01-20,2,110.51040949590927,4.0,3,3.487254557882043,1,Too crowded
14631,16,Standard,2064-01-21,5,20.273898662952003,1.5,4,6.4934172748012315,1,Expensive
14632,25,Premium,2064-01-22,2,142.39393775296347,3.3,4,4.545693701472579,1,Too crowded
14633,40,VIP,2064-01-23,2,19.5159439894324,4.5,2,6.841654716632037,1,Expensive
14634,31,Standard,2064-01-24,2,220.66408287834503,2.9,5,3.5802937499369465,0,Animals were active
14635,52,Standard,2064-01-25,5,16.702567424256717,3.9,5,4.166444182206556,1,Too crowded
14636,28,Standard,2064-01-26,4,69.40339682653018,1.9,1,4.273029436051425,0,Animals were active
14637,18,Standard,2064-01-27,1,374.74406139000325,4.9,2,6.20058254136126,0,Educational and fun
14638,60,Standard,2064-01-28,1,336.2349029023395,3.3,5,3.602749359931221,0,Amazing experience!
14639,53,Annual Pass,2064-01-29,1,10.0,3.7,4,3.7257755307538343,0,Too crowded
14640,19,Annual Pass,2064-01-30,3,28.225107661883257,2.3,4,2.499763015971687,0,Animals were active
14641,59,Premium,2064-01-31,2,25.976257749413247,2.0,2,3.9189534808182356,0,Animals were active
14642,14,Standard,2064-02-01,3,143.71791161738702,3.0,6,5.313500952555053,0,Educational and fun
14643,19,Standard,2064-02-02,2,294.25285228173993,2.0,3,4.391496553109919,1,Educational and fun
14644,10,Premium,2064-02-03,2,68.6231538879838,1.8,4,5.671191540207147,0,Amazing experience!
14645,23,Premium,2064-02-04,3,331.4740514801606,4.5,2,8.11248543745582,1,Great day out
14646,57,Standard,2064-02-05,2,35.97732304337893,1.4,5,1.16782940807779,0,Expensive
14647,36,VIP,2064-02-06,2,125.71044045256242,4.1,1,4.125305789735735,1,Expensive
14648,16,Premium,2064-02-07,3,121.17033808121512,2.7,1,5.715824165424504,0,Expensive
14649,39,Standard,2064-02-08,3,235.37352728228103,4.2,2,2.5416372743201197,0,Animals were active
14650,66,Standard,2064-02-09,1,10.0,4.3,3,4.03633303641338,0,Amazing experience!
14651,46,Premium,2064-02-10,2,20.185038656509228,3.3,6,6.139614901381621,1,Expensive
14652,11,VIP,2064-02-11,2,23.3056399575326,3.7,2,6.748463185459664,0,Great day out
14653,17,Standard,2064-02-12,3,11.649672628260227,3.3,5,2.5720085995089566,0,Animals were active
14654,49,Annual Pass,2064-02-13,2,10.0,4.2,5,4.680639802157817,1,Educational and fun
14655,39,Standard,2064-02-14,1,10.0,1.5,1,5.988278720027047,0,Educational and fun
14656,18,Standard,2064-02-15,4,10.0,3.2,4,2.6135081292685047,0,Amazing experience!
14657,5,Premium,2064-02-16,2,97.69023287677562,3.2,4,4.305288439364566,1,Expensive
14658,15,VIP,2064-02-17,1,69.00115968989653,4.2,3,8.163989157063082,0,Amazing experience!
14659,14,Premium,2064-02-18,6,24.56204933999662,4.2,3,3.7535093625226397,0,Great day out
14660,44,Standard,2064-02-19,1,46.726033564442815,1.5,8,3.864599812828364,0,Expensive
14661,67,Standard,2064-02-20,4,53.459385705905916,1.9,2,3.16226668762772,0,Expensive
14662,42,VIP,2064-02-21,3,42.31186627266392,4.0,3,3.105547345609249,0,Animals were active
14663,33,Standard,2064-02-22,2,10.0,1.4,3,3.649411785453453,1,Amazing experience!
14664,55,VIP,2064-02-23,1,61.86856574229776,3.2,7,7.485660404619154,0,Too crowded
14665,65,VIP,2064-02-24,3,49.23744849700302,1.1,4,2.191222888400053,1,Too crowded
14666,12,Annual Pass,2064-02-25,1,13.935022226328291,3.7,4,4.013494482107859,0,Too crowded
14667,65,Standard,2064-02-26,2,76.2254389880675,1.3,5,4.978365471688366,0,Too crowded
14668,7,Standard,2064-02-27,5,215.5161530888985,4.0,2,2.96795854803489,1,Too crowded
14669,13,Standard,2064-02-28,1,35.56680066916132,1.0,5,4.358970155943698,0,Too crowded
14670,17,Standard,2064-02-29,6,111.43995539931295,4.1,7,1.6963243817912081,1,Educational and fun
14671,10,Standard,2064-03-01,5,81.32078090245543,1.9,5,3.9471602155790007,0,Educational and fun
14672,40,Premium,2064-03-02,4,10.0,3.4,4,2.0478613973544455,0,Great day out
14673,10,Premium,2064-03-03,3,83.80744945859803,2.8,1,1.0,1,Animals were active
14674,19,Premium,2064-03-04,3,67.61171333383663,3.5,4,6.708125998927409,0,Educational and fun
14675,35,Premium,2064-03-05,3,27.648916698792863,4.0,4,4.104043669124411,0,Too crowded
14676,40,Premium,2064-03-06,2,92.43902887326723,1.7,7,5.664280667459309,0,Expensive
14677,11,Premium,2064-03-07,3,55.713828129823675,3.6,5,4.659985704055918,0,Too crowded
14678,68,Premium,2064-03-08,2,31.475792606671767,2.6,2,4.648070411708509,1,Animals were active
14679,23,VIP,2064-03-09,3,14.18742720742328,1.5,8,5.336616795977217,0,Amazing experience!
14680,59,Premium,2064-03-10,4,97.72728495208034,4.5,5,5.47198220332093,0,Too crowded
14681,6,Standard,2064-03-11,2,20.33652553075025,4.8,5,3.786366713616688,0,Too crowded
14682,61,Annual Pass,2064-03-12,3,46.71192948719262,4.6,7,3.643350907785054,1,Amazing experience!
14683,55,Standard,2064-03-13,5,10.0,3.7,5,4.27950850893921,1,Educational and fun
14684,40,VIP,2064-03-14,3,10.0,2.0,4,1.0,0,Amazing experience!
14685,39,Standard,2064-03-15,2,51.64745812635864,2.9,6,2.753564384115335,0,Amazing experience!
14686,41,Standard,2064-03-16,3,10.167651762675668,1.1,7,1.5628868488807095,1,Amazing experience!
14687,40,Standard,2064-03-17,3,43.674272299881814,2.4,6,5.225033381690952,0,Too crowded
14688,9,Standard,2064-03-18,4,24.944618218521658,3.6,5,5.818570894808662,0,Great day out
14689,25,Standard,2064-03-19,2,213.4382966302827,4.4,1,4.968613624626894,1,Animals were active
14690,57,Annual Pass,2064-03-20,3,109.24405038476861,4.6,2,4.845579163436095,0,Educational and fun
14691,49,Annual Pass,2064-03-21,4,36.594891374002685,2.9,5,5.095765298393127,0,Amazing experience!
14692,42,Annual Pass,2064-03-22,7,29.48108881453336,4.3,2,5.100940025891616,0,Great day out
14693,11,Annual Pass,2064-03-23,1,187.75372247864038,3.7,4,5.469048614063136,1,Too crowded
14694,12,VIP,2064-03-24,2,34.85748909549949,3.2,4,6.172208601981765,0,Too crowded
14695,34,Standard,2064-03-25,3,44.02242698355872,2.7,4,3.5447792648913397,0,Too crowded
14696,28,Premium,2064-03-26,4,91.93494279116786,3.6,5,5.817192656320313,1,Animals were active
14697,25,Premium,2064-03-27,3,70.46890219791449,1.2,2,4.896310656296271,0,Educational and fun
14698,42,Standard,2064-03-28,1,110.07878915569565,1.6,3,3.741398209813335,0,Educational and fun
14699,41,Standard,2064-03-29,2,82.52230769269707,1.9,5,4.542740805636259,0,Too crowded
14700,25,VIP,2064-03-30,3,119.1554966092633,1.6,7,4.663132655309575,0,Educational and fun
14701,9,Standard,2064-03-31,3,66.41335274444097,4.3,5,3.390441661130129,0,Educational and fun
14702,33,Standard,2064-04-01,2,15.545894983777991,1.5,5,1.0,0,Educational and fun
14703,25,Premium,2064-04-02,1,105.91879727338792,2.6,3,2.641569880748242,0,Amazing experience!
14704,51,Premium,2064-04-03,3,13.840748460190259,3.0,3,1.94303236245731,0,Amazing experience!
14705,66,Standard,2064-04-04,1,10.0,1.0,4,3.720020581971453,1,Expensive
14706,15,Standard,2064-04-05,1,42.21013936905997,3.3,6,4.1349543293436515,0,Too crowded
14707,17,Standard,2064-04-06,2,336.3433309834078,3.6,4,3.482514235345521,1,Too crowded
14708,17,Standard,2064-04-07,2,10.0,2.3,5,4.661171947080459,1,Animals were active
14709,46,Standard,2064-04-08,1,37.84866809078806,3.9,1,3.542942007472464,1,Educational and fun
14710,66,Standard,2064-04-09,4,80.336943519556,3.0,3,3.2860344596048137,0,Great day out
14711,18,Premium,2064-04-10,2,113.83872221631066,4.1,7,2.856747075483555,0,Great day out
14712,59,Standard,2064-04-11,3,35.993064456702825,2.8,3,4.655263752314192,0,Animals were active
14713,29,Standard,2064-04-12,2,10.0,4.4,2,3.45266243941318,0,Too crowded
14714,44,Standard,2064-04-13,3,17.09649529585296,3.2,2,3.6704869741221224,0,Amazing experience!
14715,26,Standard,2064-04-14,6,82.00965142806793,2.8,3,3.3665636341312988,1,Expensive
14716,20,Standard,2064-04-15,2,109.44342103903242,1.6,4,6.033832861792946,1,Expensive
14717,23,Standard,2064-04-16,5,193.5360878900984,2.5,2,3.5392236847434657,1,Educational and fun
14718,14,Standard,2064-04-17,7,157.166639364506,2.8,3,4.027149423572234,1,Educational and fun
14719,17,Premium,2064-04-18,2,10.0,4.5,2,1.3187930677172313,1,Too crowded
14720,8,VIP,2064-04-19,2,171.9107305736837,4.3,4,1.0,1,Too crowded
14721,5,Premium,2064-04-20,3,55.626348132620464,2.7,4,3.870883846000837,0,Great day out
14722,66,Annual Pass,2064-04-21,2,33.927753181852445,2.3,5,2.0451733292204293,0,Expensive
14723,69,Premium,2064-04-22,3,33.35336632383565,1.1,4,5.187406201636012,1,Amazing experience!
14724,60,Standard,2064-04-23,3,71.2862000732873,2.7,3,6.662117523456543,1,Too crowded
14725,54,VIP,2064-04-24,3,34.312570275280805,1.2,2,3.6221890831223784,0,Expensive
14726,49,Standard,2064-04-25,1,53.35761575118894,2.5,6,2.190430535526337,0,Great day out
14727,33,Premium,2064-04-26,6,81.88689862744413,1.6,3,5.573462662184101,0,Amazing experience!
14728,65,VIP,2064-04-27,3,30.586425527431604,3.8,8,3.0643941982036647,0,Expensive
14729,53,Standard,2064-04-28,2,143.1670546485263,4.2,7,4.320572564551723,1,Amazing experience!
14730,43,Premium,2064-04-29,1,30.022433359537978,3.7,4,2.260742521512184,0,Educational and fun
14731,51,Premium,2064-04-30,6,57.93229488547112,3.6,3,2.779569472958281,1,Animals were active
14732,45,Standard,2064-05-01,1,16.884239082455817,2.3,5,7.048694593947724,0,Great day out
14733,21,Premium,2064-05-02,1,157.03836254061605,3.7,2,2.821287136520705,0,Educational and fun
14734,67,Standard,2064-05-03,2,355.595528179872,2.5,1,4.513516477705937,1,Educational and fun
14735,57,Standard,2064-05-04,2,207.81115349365353,1.9,4,1.5446048100976704,1,Too crowded
14736,12,VIP,2064-05-05,1,38.83486563800454,3.5,4,4.597743527869307,0,Animals were active
14737,36,Standard,2064-05-06,1,85.42415683951549,1.1,5,4.665752102794072,1,Great day out
14738,11,Standard,2064-05-07,3,47.34580119494373,2.9,3,3.3261086009119527,1,Expensive
14739,52,Standard,2064-05-08,3,150.48570518660375,3.9,4,3.82333440509113,0,Too crowded
14740,50,Standard,2064-05-09,1,135.6311475277022,4.0,3,2.9582995588160244,0,Amazing experience!
14741,64,Premium,2064-05-10,1,14.757564633506835,3.1,4,3.5124030748671915,1,Animals were active
14742,51,Standard,2064-05-11,2,52.96557352101721,3.7,4,6.053064177555664,1,Animals were active
14743,47,Annual Pass,2064-05-12,1,187.48275499278893,2.8,4,1.7450857614061195,1,Educational and fun
14744,65,Standard,2064-05-13,5,75.89144272599202,1.8,1,4.960993489438869,0,Great day out
14745,49,Premium,2064-05-14,2,11.618845644752142,2.0,1,6.055349443688822,1,Educational and fun
14746,68,VIP,2064-05-15,7,298.04496916100686,2.0,1,1.0,1,Animals were active
14747,8,Premium,2064-05-16,4,29.07351315085155,4.1,5,4.331089370831574,1,Expensive
14748,67,Standard,2064-05-17,1,48.66973603841466,4.0,5,3.899643198053801,1,Educational and fun
14749,61,Premium,2064-05-18,4,43.6916951203703,3.7,3,1.8200281537496137,0,Expensive
14750,39,Standard,2064-05-19,1,113.44739716454632,1.9,7,6.457547508205694,0,Too crowded
14751,18,Standard,2064-05-20,6,228.29978949902653,2.5,3,2.0674566662954907,1,Animals were active
14752,56,VIP,2064-05-21,5,14.754145675264352,2.8,2,2.6252465398506293,0,Expensive
14753,45,Standard,2064-05-22,2,36.3995686820433,2.2,2,6.311978336844527,1,Great day out
14754,66,VIP,2064-05-23,2,85.26671744138298,4.2,5,4.380744313133263,0,Amazing experience!
14755,68,Standard,2064-05-24,1,57.34640341974473,2.3,6,5.117626776927155,0,Amazing experience!
14756,67,Premium,2064-05-25,4,10.0,3.2,7,5.39221091029219,1,Educational and fun
14757,34,Standard,2064-05-26,1,80.06089805922758,3.5,7,3.0888267002546037,1,Amazing experience!
14758,32,VIP,2064-05-27,1,334.19255623096353,2.2,5,7.093013629273044,0,Amazing experience!
14759,62,VIP,2064-05-28,2,10.0,2.3,8,4.524432077754828,0,Amazing experience!
14760,6,Standard,2064-05-29,4,122.95655905102876,4.3,2,1.0,0,Too crowded
14761,35,Premium,2064-05-30,4,10.0,3.9,4,2.86410005774894,0,Great day out
14762,55,Standard,2064-05-31,1,28.163816454442966,3.6,5,2.151473598247982,1,Educational and fun
14763,39,Standard,2064-06-01,2,59.506623506894925,2.3,4,4.8857628571991425,0,Too crowded
14764,28,Standard,2064-06-02,3,158.64428899627603,1.2,5,3.646994052873479,0,Educational and fun
14765,36,Standard,2064-06-03,3,281.10725797478744,2.1,6,4.60912213690015,0,Expensive
14766,23,Standard,2064-06-04,3,44.14536883687283,4.3,1,6.070928818410533,0,Amazing experience!
14767,9,Standard,2064-06-05,1,16.44197215088979,3.8,4,2.692274368502705,1,Amazing experience!
14768,69,VIP,2064-06-06,5,17.09791327170803,3.6,3,2.6258618268448757,1,Animals were active
14769,28,Standard,2064-06-07,4,10.0,4.2,2,4.3637844150151075,0,Expensive
14770,20,Premium,2064-06-08,1,10.984098845706916,2.4,2,3.020329450590775,1,Great day out
14771,36,Standard,2064-06-09,1,143.2685304342778,2.0,1,3.4301400857495397,1,Expensive
14772,49,Standard,2064-06-10,1,89.41554769948684,3.7,5,2.281105581118433,0,Expensive
14773,11,Premium,2064-06-11,4,54.78915151802413,2.7,3,4.706203574871302,1,Too crowded
14774,25,VIP,2064-06-12,4,93.96345303346203,4.2,4,3.936060090230629,1,Amazing experience!
14775,57,Standard,2064-06-13,3,12.58101890116434,4.7,3,5.409172153491579,0,Animals were active
14776,6,Premium,2064-06-14,2,160.8518241861103,3.7,4,4.26254952198429,1,Animals were active
14777,43,Standard,2064-06-15,4,11.400133013044398,3.0,5,5.236084797093891,1,Too crowded
14778,13,Annual Pass,2064-06-16,1,52.13048966234045,1.8,1,4.229362799361953,0,Expensive
14779,51,Premium,2064-06-17,3,48.74900223081215,2.1,5,5.944477522106335,1,Great day out
14780,69,Standard,2064-06-18,2,10.0,4.9,5,5.0552013212413005,0,Educational and fun
14781,35,Standard,2064-06-19,2,40.254928671658455,3.3,2,3.224746207846188,0,Too crowded
14782,47,Standard,2064-06-20,1,31.506155369765978,3.2,2,1.6177187226883172,0,Amazing experience!
14783,59,Standard,2064-06-21,1,31.098709658784394,4.9,1,4.577682530108451,1,Animals were active
14784,38,Standard,2064-06-22,3,67.6668563952706,2.0,7,4.018847451144149,1,Expensive
14785,47,Annual Pass,2064-06-23,3,159.7752398511485,1.5,4,4.304409097082534,0,Educational and fun
14786,46,Standard,2064-06-24,8,21.362311204926506,4.4,4,5.3850613456931775,1,Expensive
14787,61,Premium,2064-06-25,2,10.0,2.7,9,4.0376152992855845,0,Too crowded
14788,46,Standard,2064-06-26,3,12.217468231772127,4.2,3,6.240805270384581,0,Expensive
14789,60,Standard,2064-06-27,2,110.65527874166423,1.3,5,2.3213106227136477,0,Too crowded
14790,26,Standard,2064-06-28,1,14.748189748987562,3.2,6,4.545138754546553,0,Animals were active
14791,59,Annual Pass,2064-06-29,3,15.633261992178394,1.3,5,4.104030547720988,1,Great day out
14792,27,Annual Pass,2064-06-30,4,20.546695225952867,4.2,4,2.975380045775661,1,Expensive
14793,61,VIP,2064-07-01,1,62.38082294725439,1.4,3,1.9906588449598441,0,Educational and fun
14794,11,Standard,2064-07-02,5,154.38557421773342,4.7,5,3.6251292695355684,1,Animals were active
14795,8,Standard,2064-07-03,3,82.93586333972672,2.3,2,2.9758067394225804,1,Expensive
14796,61,Standard,2064-07-04,4,10.0,1.8,3,7.5269297206007,0,Amazing experience!
14797,6,Premium,2064-07-05,5,10.0,4.4,1,2.673617225179904,0,Animals were active
14798,36,Premium,2064-07-06,1,37.84920905198567,3.5,4,1.1851937480416335,0,Great day out
14799,49,Standard,2064-07-07,2,164.77819715865155,4.4,4,4.279985045677937,0,Educational and fun
14800,39,Premium,2064-07-08,2,83.01199679611983,1.3,1,2.927286737520692,1,Educational and fun
14801,9,Standard,2064-07-09,4,37.14991094900234,2.1,1,3.20824480503729,0,Amazing experience!
14802,40,Premium,2064-07-10,2,213.12734614114862,1.1,2,2.6441013191638945,1,Expensive
14803,62,Standard,2064-07-11,3,18.144119445747805,3.3,2,3.181662039831392,0,Great day out
14804,9,Premium,2064-07-12,2,45.760267750432995,4.6,7,3.1950403874979,1,Expensive
14805,65,Premium,2064-07-13,2,150.26295749293047,3.1,4,1.2394706644412188,0,Animals were active
14806,5,Standard,2064-07-14,2,55.91799630360405,2.6,3,5.217393225087851,0,Expensive
14807,59,VIP,2064-07-15,1,69.54048548984667,4.7,6,4.679624958309915,1,Great day out
14808,46,Standard,2064-07-16,4,21.45463321072313,4.9,4,3.1022725723623448,1,Expensive
14809,12,Standard,2064-07-17,2,54.77865403156018,3.3,1,4.169407795412482,0,Expensive
14810,25,VIP,2064-07-18,2,113.63861579366726,3.0,4,5.707565643619299,0,Animals were active
14811,68,Premium,2064-07-19,3,17.135752654947254,1.1,2,4.44728160393774,1,Animals were active
14812,57,Standard,2064-07-20,5,22.910298430372574,1.9,7,1.8273195986580753,1,Great day out
14813,16,Standard,2064-07-21,3,214.80798615971239,1.4,4,7.787044669039357,0,Animals were active
14814,48,Annual Pass,2064-07-22,1,20.549133552036164,4.1,3,4.036941863554363,1,Great day out
14815,19,Standard,2064-07-23,2,48.70479558512383,1.7,3,6.668699750569297,1,Great day out
14816,20,Standard,2064-07-24,3,56.82369730324893,2.2,1,3.3901031062675893,0,Amazing experience!
14817,9,Standard,2064-07-25,6,117.47507247086821,2.1,7,5.362352850654535,1,Expensive
14818,60,Premium,2064-07-26,1,14.37365477953312,4.1,5,4.689488075781054,0,Too crowded
14819,26,Standard,2064-07-27,3,21.42158689218615,3.0,4,4.474731858107749,1,Great day out
14820,49,Premium,2064-07-28,2,10.0,4.2,1,3.9835579454766363,0,Great day out
14821,19,Premium,2064-07-29,4,10.0,2.0,5,2.985495546436098,1,Educational and fun
14822,65,Standard,2064-07-30,2,145.7218917237461,3.0,6,1.8645709671472495,1,Educational and fun
14823,62,Standard,2064-07-31,2,30.312115721260625,3.6,3,3.721401944530923,0,Expensive
14824,47,Premium,2064-08-01,5,25.40271060944864,1.1,4,3.8869721879990915,1,Too crowded
14825,21,Standard,2064-08-02,1,257.1913619084192,3.4,4,3.8681230850136497,0,Animals were active
14826,14,Standard,2064-08-03,1,93.92967502203751,3.5,6,3.0603610512127455,0,Great day out
14827,60,Premium,2064-08-04,3,103.30742071636806,3.5,4,2.9034623195314646,0,Animals were active
14828,34,VIP,2064-08-05,1,73.79794525024406,4.9,2,6.142304270734277,0,Amazing experience!
14829,38,Standard,2064-08-06,1,104.68444970778935,1.8,5,7.227072571188827,0,Too crowded
14830,46,Annual Pass,2064-08-07,2,43.7117355797138,2.6,1,4.736083743650079,0,Too crowded
14831,36,Standard,2064-08-08,3,53.517444301353194,3.0,6,2.0070948864101252,0,Amazing experience!
