event_id,animal_id,event_type,event_date,severity,response_time_hours,successful_resolution,notes
392,485,Rescue,2025-01-26,Low,0.662421230830188,1,Routine checkup
393,485,Relocation,2025-01-27,Critical,1.6500713833577716,1,Emergency intervention
394,478,Relocation,2025-01-28,High,12.130937272342027,1,Habitat relocation
395,372,Medical,2025-01-29,Medium,9.360478505555944,1,Routine birth
396,381,Relocation,2025-01-30,Low,6.732269689511005,1,Habitat relocation
397,187,Rescue,2025-01-31,High,2.0621316993819225,1,Routine birth
398,109,Relocation,2025-02-01,High,3.3831835670724746,1,Habitat relocation
399,115,Relocation,2025-02-02,Low,1.7364696565946505,1,Routine checkup
400,434,Release,2025-02-03,Critical,5.745782767777584,1,Emergency intervention
401,28,Relocation,2025-02-04,Critical,20.698041862766626,1,Emergency intervention
402,189,Rescue,2025-02-05,Low,5.273097386935484,1,Routine checkup
403,169,Birth,2025-02-06,High,1.655819136113458,1,Emergency intervention
404,436,Medical,2025-02-07,Critical,3.165433535537425,0,Routine birth
405,102,Rescue,2025-02-08,Low,5.756272049027588,1,Emergency intervention
406,258,Birth,2025-02-09,Medium,5.825240080739947,1,Emergency intervention
407,346,Medical,2025-02-10,Medium,2.5865782637337764,1,Routine checkup
408,307,Birth,2025-02-11,Low,0.5,1,Routine birth
409,76,Release,2025-02-12,Medium,11.076630255379847,1,Emergency intervention
410,138,Relocation,2025-02-13,Medium,13.165671116872948,1,Routine birth
411,2,Relocation,2025-02-14,Medium,1.6690389230608846,1,Emergency intervention
412,328,Rescue,2025-02-15,Low,13.294725368419897,1,Routine checkup
413,219,Rescue,2025-02-16,Critical,3.055831542175194,1,Routine checkup
414,140,Release,2025-02-17,High,2.61469433147698,0,Routine checkup
415,250,Medical,2025-02-18,Low,3.1422137875544087,1,Routine checkup
416,27,Birth,2025-02-19,Low,7.108315628086234,1,Emergency intervention
417,274,Rescue,2025-02-20,High,10.127644212682107,0,Habitat relocation
418,446,Release,2025-02-21,Low,20.4818268492459,1,Habitat relocation
419,384,Medical,2025-02-22,Low,0.5,1,Routine checkup
420,363,Release,2025-02-23,Low,0.9731465763412018,1,Routine checkup
421,283,Medical,2025-02-24,Medium,0.5461081555157697,1,Routine checkup
422,11,Medical,2025-02-25,High,18.061766948408188,1,Routine checkup
423,267,Release,2025-02-26,Low,1.4411489062668208,1,Habitat relocation
424,129,Medical,2025-02-27,Low,14.163448856748905,1,Routine checkup
425,294,Rescue,2025-02-28,Low,8.394894195032787,1,Routine checkup
426,86,Medical,2025-03-01,High,7.08737471490764,1,Habitat relocation
427,69,Relocation,2025-03-02,Low,2.703830769081767,1,Emergency intervention
428,240,Relocation,2025-03-03,Medium,4.550855289727115,1,Routine checkup
429,311,Relocation,2025-03-04,Low,6.047721608268597,1,Routine checkup
430,176,Release,2025-03-05,Low,4.227567315122772,1,Habitat relocation
431,392,Medical,2025-03-06,Medium,4.085161015121795,1,Routine birth
432,18,Birth,2025-03-07,Medium,3.2953235748097325,1,Habitat relocation
433,288,Relocation,2025-03-08,Low,0.8885810897202561,1,Routine checkup
434,274,Rescue,2025-03-09,High,8.715850888070932,1,Routine checkup
435,222,Birth,2025-03-10,Low,1.5452924996283477,1,Routine checkup
436,235,Birth,2025-03-11,Medium,3.3907289242552814,1,Emergency intervention
437,285,Relocation,2025-03-12,High,0.5894601336437439,1,Routine checkup
438,324,Birth,2025-03-13,Critical,0.5,1,Routine checkup
439,461,Birth,2025-03-14,High,16.226922656691485,1,Emergency intervention
440,54,Rescue,2025-03-15,High,0.8448909437673913,1,Routine checkup
441,154,Release,2025-03-16,High,7.582421144164342,0,Routine birth
442,60,Release,2025-03-17,Medium,1.415517513818875,1,Routine birth
443,213,Release,2025-03-18,High,0.6849323620944352,1,Habitat relocation
444,86,Relocation,2025-03-19,Low,0.5,1,Routine checkup
445,267,Rescue,2025-03-20,Medium,4.011183685419187,1,Emergency intervention
446,269,Release,2025-03-21,Critical,11.140243698697706,1,Habitat relocation
447,440,Release,2025-03-22,Medium,4.487085722639304,1,Routine birth
448,130,Rescue,2025-03-23,Medium,0.5,1,Routine checkup
449,423,Medical,2025-03-24,Critical,2.517142006461995,1,Emergency intervention
450,405,Birth,2025-03-25,High,10.429793566495354,1,Routine birth
451,95,Release,2025-03-26,Low,17.269242967313893,1,Emergency intervention
452,271,Rescue,2025-03-27,Medium,3.9785844434629687,0,Routine birth
453,489,Rescue,2025-03-28,Critical,1.3134762872203722,1,Routine birth
454,130,Relocation,2025-03-29,Low,4.672902872908946,1,Routine birth
455,242,Rescue,2025-03-30,High,4.616259403478574,1,Emergency intervention
456,427,Relocation,2025-03-31,Medium,11.421509956050635,1,Routine checkup
457,245,Medical,2025-04-01,Low,5.588864256292442,1,Routine birth
458,70,Medical,2025-04-02,Low,0.9639832060241076,1,Routine birth
459,391,Release,2025-04-03,High,1.3593248588950602,1,Habitat relocation
460,78,Medical,2025-04-04,Medium,0.5,1,Habitat relocation
461,87,Relocation,2025-04-05,Low,3.057321404412901,1,Routine checkup
462,500,Medical,2025-04-06,High,9.642327120193018,1,Routine checkup
463,170,Release,2025-04-07,Critical,5.180587443080905,0,Emergency intervention
464,86,Relocation,2025-04-08,High,0.5,1,Habitat relocation
465,495,Release,2025-04-09,Critical,1.3268901509383633,1,Routine checkup
466,356,Relocation,2025-04-10,Low,1.2097214537507122,1,Routine checkup
467,45,Release,2025-04-11,Low,7.096905173642117,1,Emergency intervention
468,481,Medical,2025-04-12,Medium,7.962669150190247,0,Habitat relocation
469,241,Birth,2025-04-13,High,0.5,1,Routine birth
470,70,Relocation,2025-04-14,High,11.522420979356767,1,Habitat relocation
471,315,Medical,2025-04-15,Low,3.212081230623353,1,Emergency intervention
472,490,Release,2025-04-16,Medium,7.677923089539481,1,Routine checkup
473,352,Relocation,2025-04-17,Medium,1.0840223004352008,1,Routine birth
474,478,Birth,2025-04-18,Medium,3.1931545016492304,0,Routine birth
475,30,Rescue,2025-04-19,Low,0.5,1,Habitat relocation
476,56,Medical,2025-04-20,High,1.871771532916504,1,Habitat relocation
477,46,Birth,2025-04-21,Medium,0.5,1,Habitat relocation
478,74,Rescue,2025-04-22,Medium,0.7963767072960306,1,Routine birth
479,197,Release,2025-04-23,Medium,8.106760664577843,1,Emergency intervention
480,485,Birth,2025-04-24,High,0.6679254224352522,1,Routine birth
481,167,Medical,2025-04-25,Low,1.8456003053371521,1,Routine birth
482,363,Medical,2025-04-26,Medium,0.5,1,Routine birth
483,377,Birth,2025-04-27,Low,5.1309287737316005,1,Emergency intervention
484,183,Relocation,2025-04-28,Medium,2.5171929286141292,1,Routine checkup
485,43,Relocation,2025-04-29,Low,3.0189845727292037,1,Routine birth
486,393,Medical,2025-04-30,Low,0.5,1,Habitat relocation
487,113,Release,2025-05-01,High,9.739022901408891,1,Routine birth
488,325,Release,2025-05-02,Medium,16.938125594547387,1,Routine checkup
489,215,Relocation,2025-05-03,Critical,20.076120264911598,1,Emergency intervention
490,85,Rescue,2025-05-04,High,5.365029966498821,1,Habitat relocation
491,266,Birth,2025-05-05,Low,25.736075928099787,1,Emergency intervention
492,313,Birth,2025-05-06,High,3.3000862575180894,1,Routine birth
493,489,Rescue,2025-05-07,Medium,0.5,1,Routine birth
494,13,Relocation,2025-05-08,Medium,0.6113032681843059,1,Routine checkup
495,448,Medical,2025-05-09,Medium,0.5,1,Routine birth
496,239,Release,2025-05-10,Medium,6.741186286630711,1,Emergency intervention
497,319,Rescue,2025-05-11,Medium,17.789525910575883,1,Emergency intervention
498,247,Relocation,2025-05-12,Medium,3.332363023339821,1,Routine checkup
499,420,Release,2025-05-13,High,8.179164116580182,1,Emergency intervention
500,391,Release,2025-05-14,Low,0.5,1,Emergency intervention
