session_id,agent_type,action,duration_ms,success
SESS_00496,QueryAgent,retrieve,29.702679323088603,True
SESS_00497,RetrievalAgent,escalate,334.83901219293887,True
SESS_00498,RetrievalAgent,escalate,89.17106225100656,True
SESS_00499,RetrievalAgent,search,48.47810239869922,True
SESS_00500,QueryAgent,retrieve,37.917021785551746,True
SESS_00501,QueryAgent,validate,256.0511300424804,True
SESS_00502,QueryAgent,escalate,161.6650955493926,True
SESS_00503,RetrievalAgent,validate,516.1812891502462,True
SESS_00504,QueryAgent,search,92.51478946683423,True
SESS_00505,ReportingAgent,search,27.128817847183928,True
SESS_00506,RetrievalAgent,search,482.8187765195803,True
SESS_00507,QueryAgent,generate,390.2151069146228,True
SESS_00508,ReportingAgent,search,15.37804262038219,True
SESS_00509,ReportingAgent,generate,10.0,True
SESS_00510,RetrievalAgent,validate,145.52212750609675,True
SESS_00511,ReportingAgent,search,102.84355759539861,True
SESS_00512,RetrievalAgent,escalate,76.72020785705709,False
SESS_00513,QueryAgent,generate,158.7501485023351,True
SESS_00514,RetrievalAgent,search,129.0536728830106,False
SESS_00515,QueryAgent,generate,142.65855888505263,True
SESS_00516,ValidationAgent,validate,144.02029403145028,True
SESS_00517,ReportingAgent,escalate,157.24388466749733,True
SESS_00518,RetrievalAgent,validate,349.64818361824695,True
SESS_00519,QueryAgent,retrieve,68.97841691075703,True
SESS_00520,QueryAgent,escalate,294.4050089364859,True
SESS_00521,ValidationAgent,escalate,96.7876738815566,True
SESS_00522,RetrievalAgent,retrieve,357.60727711625725,True
SESS_00523,RetrievalAgent,retrieve,135.5366665387409,True
SESS_00524,ValidationAgent,escalate,54.45226136034437,True
SESS_00525,ValidationAgent,escalate,104.65898543427835,True
SESS_00526,QueryAgent,validate,23.304430743188856,True
SESS_00527,RetrievalAgent,generate,239.94639509591678,True
SESS_00528,ReportingAgent,retrieve,327.2900698888151,True
SESS_00529,ReportingAgent,escalate,199.80315013456644,True
SESS_00530,RetrievalAgent,escalate,109.6387645781858,True
SESS_00531,ReportingAgent,retrieve,140.51863636372036,True
SESS_00532,RetrievalAgent,validate,189.59414995899309,True
SESS_00533,QueryAgent,generate,219.7041970219655,True
SESS_00534,ValidationAgent,search,180.16495739012947,True
SESS_00535,ReportingAgent,retrieve,401.89640690168926,True
SESS_00536,RetrievalAgent,escalate,29.770369418494276,True
SESS_00537,RetrievalAgent,generate,52.681127625883846,True
SESS_00538,QueryAgent,retrieve,302.39691452611504,True
SESS_00539,RetrievalAgent,retrieve,112.64295080665832,True
SESS_00540,ReportingAgent,validate,114.95857519701303,True
SESS_00541,ReportingAgent,generate,104.09055814800043,True
SESS_00542,QueryAgent,search,47.90066852201721,True
SESS_00543,ValidationAgent,retrieve,71.6424552155635,True
SESS_00544,RetrievalAgent,retrieve,62.84010720530973,True
SESS_00545,ValidationAgent,validate,312.69678190229837,True
SESS_00546,QueryAgent,generate,10.0,True
SESS_00547,ValidationAgent,retrieve,48.295302949190805,True
SESS_00548,ReportingAgent,escalate,35.538153212530666,True
SESS_00549,ValidationAgent,generate,10.0,True
SESS_00550,QueryAgent,escalate,77.7491165179061,True
SESS_00551,QueryAgent,validate,219.216195370576,True
SESS_00552,ValidationAgent,validate,115.49775365945145,True
SESS_00553,ReportingAgent,retrieve,269.25744082493827,True
SESS_00554,RetrievalAgent,generate,107.32454972052449,True
SESS_00555,RetrievalAgent,validate,10.0,False
SESS_00556,QueryAgent,search,76.90868811789375,True
SESS_00557,QueryAgent,validate,106.26688293129692,True
SESS_00558,RetrievalAgent,escalate,10.0,False
SESS_00559,ValidationAgent,search,82.88169826751759,True
SESS_00560,ReportingAgent,escalate,117.81020223457836,True
SESS_00561,RetrievalAgent,validate,331.4912296513499,True
SESS_00562,QueryAgent,search,261.5453378642392,True
SESS_00563,ReportingAgent,search,469.13712507144754,True
SESS_00564,ValidationAgent,retrieve,725.4365553183335,True
SESS_00565,ReportingAgent,search,104.44732226079262,True
SESS_00566,RetrievalAgent,search,27.690433863994294,True
SESS_00567,RetrievalAgent,validate,350.44316974286374,True
SESS_00568,RetrievalAgent,generate,92.51647378872944,True
SESS_00569,ValidationAgent,retrieve,1000.0,True
SESS_00570,ValidationAgent,retrieve,10.0,True
SESS_00571,ValidationAgent,validate,218.37546354496115,True
SESS_00572,ValidationAgent,validate,200.4966610360351,True
SESS_00573,ReportingAgent,validate,127.3876944265648,True
SESS_00574,QueryAgent,validate,10.0,True
SESS_00575,ReportingAgent,generate,11.95076736628276,True
SESS_00576,ValidationAgent,generate,121.73471561683621,True
SESS_00577,ReportingAgent,escalate,50.377566741413624,True
SESS_00578,ValidationAgent,generate,227.84320212610126,True
SESS_00579,ReportingAgent,generate,43.78210586528998,True
SESS_00580,ValidationAgent,search,130.951788702813,True
SESS_00581,RetrievalAgent,generate,139.9297332226263,True
SESS_00582,ReportingAgent,retrieve,13.825539659723693,True
SESS_00583,ValidationAgent,search,103.3707709632462,True
SESS_00584,QueryAgent,generate,60.010259793162916,True
SESS_00585,ValidationAgent,retrieve,37.9348894164581,True
SESS_00586,ReportingAgent,escalate,55.44876272685841,True
SESS_00587,RetrievalAgent,escalate,178.43974587198815,True
SESS_00588,QueryAgent,generate,272.8157508575015,True
SESS_00589,ValidationAgent,escalate,91.56039330634734,True
SESS_00590,RetrievalAgent,escalate,295.6941917643105,True
SESS_00591,ReportingAgent,search,158.24733613814794,True
SESS_00592,QueryAgent,generate,224.45174436365718,True
SESS_00593,ReportingAgent,retrieve,59.0142839511581,True
SESS_00594,QueryAgent,generate,37.72046048710477,True
SESS_00595,ReportingAgent,validate,369.09941657040804,True
SESS_00596,ReportingAgent,search,433.397584612643,True
SESS_00597,RetrievalAgent,retrieve,52.93923681845367,True
SESS_00598,QueryAgent,generate,10.0,True
SESS_00599,ValidationAgent,validate,92.84924809535583,True
SESS_00600,QueryAgent,retrieve,115.72292494339827,True
SESS_00601,QueryAgent,validate,36.0091031181089,True
SESS_00602,ValidationAgent,search,61.545809465260504,True
SESS_00603,ReportingAgent,retrieve,61.89131167919319,True
SESS_00604,QueryAgent,search,192.90603888563922,True
SESS_00605,ValidationAgent,retrieve,224.72033541135642,True
SESS_00606,QueryAgent,search,58.63234617288567,True
SESS_00607,QueryAgent,validate,159.27046240063325,True
SESS_00608,ReportingAgent,escalate,10.0,True
SESS_00609,QueryAgent,retrieve,10.0,True
SESS_00610,ReportingAgent,search,25.094060177908954,False
SESS_00611,RetrievalAgent,escalate,129.01680386486615,True
SESS_00612,ReportingAgent,validate,289.75997617121624,True
SESS_00613,RetrievalAgent,escalate,100.94030542234115,True
SESS_00614,ValidationAgent,escalate,91.16362493318944,True
SESS_00615,ReportingAgent,generate,188.7269083407725,True
SESS_00616,ValidationAgent,search,20.631697362360004,True
SESS_00617,ValidationAgent,search,16.525490099658253,True
SESS_00618,QueryAgent,validate,42.009030312532275,True
SESS_00619,ReportingAgent,generate,24.857630263741378,True
SESS_00620,RetrievalAgent,escalate,594.9290806935406,True
SESS_00621,ValidationAgent,retrieve,96.082973568404,True
SESS_00622,ReportingAgent,escalate,214.70135608796562,True
SESS_00623,QueryAgent,retrieve,10.0,True
SESS_00624,RetrievalAgent,validate,61.26438210128582,True
SESS_00625,QueryAgent,validate,275.68617131140417,True
SESS_00626,ReportingAgent,search,59.08063579620594,True
SESS_00627,ValidationAgent,retrieve,22.75512212975585,True
SESS_00628,RetrievalAgent,escalate,215.60436407419678,True
SESS_00629,QueryAgent,generate,70.45394518968057,True
SESS_00630,QueryAgent,search,33.96004106981014,True
SESS_00631,RetrievalAgent,generate,309.66826850625364,True
SESS_00632,QueryAgent,escalate,370.9103962768835,True
SESS_00633,QueryAgent,escalate,130.13465835198912,True
SESS_00634,RetrievalAgent,escalate,130.2576100165437,True
SESS_00635,RetrievalAgent,validate,20.75437659574945,True
SESS_00636,ValidationAgent,generate,40.35994798308275,True
SESS_00637,RetrievalAgent,generate,69.97811372569785,True
SESS_00638,QueryAgent,escalate,310.3409458899721,True
SESS_00639,ValidationAgent,validate,96.89612588367162,True
SESS_00640,ValidationAgent,escalate,156.8876191485791,True
SESS_00641,ValidationAgent,escalate,166.30735393089122,False
SESS_00642,ReportingAgent,validate,169.58743189747938,True
SESS_00643,QueryAgent,retrieve,10.0,True
SESS_00644,ReportingAgent,generate,127.85903035947018,True
SESS_00645,QueryAgent,generate,137.0535214317831,True
SESS_00646,QueryAgent,search,10.0,False
SESS_00647,ValidationAgent,generate,392.04211031431277,True
SESS_00648,ReportingAgent,retrieve,45.23076666852132,True
SESS_00649,ValidationAgent,validate,203.07511811345924,True
SESS_00650,ValidationAgent,retrieve,666.79721939614,True
SESS_00651,ValidationAgent,search,22.705748217363002,True
SESS_00652,ValidationAgent,retrieve,104.03727991689233,True
SESS_00653,ReportingAgent,retrieve,220.28843525463495,True
SESS_00654,QueryAgent,escalate,239.74148008969084,True
SESS_00655,ReportingAgent,validate,66.71257255608324,True
SESS_00656,QueryAgent,retrieve,111.86882982111716,True
SESS_00657,ReportingAgent,search,111.47136151420557,True
SESS_00658,ValidationAgent,validate,10.0,True
SESS_00659,ReportingAgent,validate,67.04118594262269,True
SESS_00660,QueryAgent,validate,71.68388318367359,True
SESS_00661,RetrievalAgent,search,94.03731009866303,True
SESS_00662,ReportingAgent,retrieve,108.24698477693514,True
SESS_00663,QueryAgent,generate,28.20080041694628,True
SESS_00664,QueryAgent,escalate,105.28567890290047,True
SESS_00665,ReportingAgent,retrieve,133.50931356794757,True
SESS_00666,ReportingAgent,validate,123.68781318039845,True
SESS_00667,RetrievalAgent,search,29.83921794827223,True
SESS_00668,ReportingAgent,generate,484.7165986617728,True
SESS_00669,RetrievalAgent,search,37.4563280052989,True
SESS_00670,ReportingAgent,generate,42.65206150735651,True
SESS_00671,RetrievalAgent,retrieve,367.4721886748786,True
SESS_00672,QueryAgent,retrieve,10.0,True
SESS_00673,ReportingAgent,search,46.53944667607692,True
SESS_00674,ReportingAgent,retrieve,247.80008258826888,True
SESS_00675,ReportingAgent,generate,90.64838213836846,True
SESS_00676,ValidationAgent,search,140.1059258907959,True
SESS_00677,RetrievalAgent,validate,62.76291073283268,True
SESS_00678,ReportingAgent,escalate,427.007348209164,True
SESS_00679,RetrievalAgent,validate,235.53368826619428,True
SESS_00680,QueryAgent,escalate,98.8715883536129,True
SESS_00681,ValidationAgent,validate,70.38932146073276,True
SESS_00682,ReportingAgent,generate,173.3846683934264,True
SESS_00683,RetrievalAgent,retrieve,13.17736835596853,True
SESS_00684,ValidationAgent,generate,161.95386075012325,True
SESS_00685,ValidationAgent,generate,157.14922723937903,True
SESS_00686,QueryAgent,validate,191.48535244666064,True
SESS_00687,QueryAgent,retrieve,12.8466003969606,True
SESS_00688,QueryAgent,generate,213.64186097611386,True
SESS_00689,QueryAgent,generate,62.374319870609554,True
SESS_00690,ReportingAgent,escalate,151.15312873149907,True
SESS_00691,ValidationAgent,search,130.31338313951076,True
SESS_00692,ValidationAgent,validate,281.1245735968347,True
SESS_00693,ValidationAgent,generate,125.40499341475224,True
SESS_00694,QueryAgent,retrieve,117.15855706537108,True
SESS_00695,RetrievalAgent,validate,14.669113845742123,True
SESS_00696,ReportingAgent,search,10.0,True
SESS_00697,RetrievalAgent,search,296.73686623605903,True
SESS_00698,ValidationAgent,generate,247.08794904947382,True
SESS_00699,ReportingAgent,generate,151.35201821307655,True
SESS_00700,ValidationAgent,generate,159.33038219642907,False
SESS_00701,RetrievalAgent,retrieve,122.81607754482268,True
SESS_00702,RetrievalAgent,retrieve,243.28758693940367,True
SESS_00703,QueryAgent,escalate,54.777276488649015,True
SESS_00704,RetrievalAgent,search,31.06459698201001,True
SESS_00705,RetrievalAgent,retrieve,344.6575628623068,True
SESS_00706,ReportingAgent,search,10.0,True
SESS_00707,ValidationAgent,search,416.74080891921193,True
SESS_00708,ValidationAgent,validate,299.44390276194287,True
SESS_00709,RetrievalAgent,retrieve,62.31723221099565,False
SESS_00710,ValidationAgent,search,20.90363962107934,True
SESS_00711,RetrievalAgent,search,686.919076353392,True
SESS_00712,QueryAgent,generate,104.62722967881197,True
SESS_00713,RetrievalAgent,validate,25.39737395153307,True
SESS_00714,ValidationAgent,validate,20.04999158170063,True
SESS_00715,ReportingAgent,generate,23.995064577167295,True
SESS_00716,QueryAgent,search,67.2000721156697,True
SESS_00717,QueryAgent,generate,370.8773161825077,True
SESS_00718,ValidationAgent,generate,10.0,True
SESS_00719,RetrievalAgent,validate,83.02838165487842,True
SESS_00720,ReportingAgent,validate,26.11711066263578,True
SESS_00721,ReportingAgent,search,370.4910019837695,True
SESS_00722,RetrievalAgent,search,39.8253130163733,False
SESS_00723,ValidationAgent,retrieve,281.6423276737834,True
SESS_00724,QueryAgent,retrieve,198.6101408699167,True
SESS_00725,ValidationAgent,search,129.98781368275863,True
SESS_00726,ValidationAgent,generate,27.95899684969098,False
SESS_00727,QueryAgent,search,274.69513719670454,True
SESS_00728,RetrievalAgent,retrieve,58.22886678171087,True
SESS_00729,ValidationAgent,validate,276.4540606409709,True
SESS_00730,QueryAgent,validate,319.281657359512,True
SESS_00731,RetrievalAgent,retrieve,737.8164965281233,True
SESS_00732,QueryAgent,escalate,85.88114136036029,True
SESS_00733,RetrievalAgent,retrieve,25.87513188974347,True
SESS_00734,ValidationAgent,escalate,178.35655617326339,True
SESS_00735,ReportingAgent,generate,455.5564127265624,True
SESS_00736,ValidationAgent,retrieve,151.28440481922556,True
SESS_00737,ValidationAgent,retrieve,38.24072697761482,True
SESS_00738,ReportingAgent,validate,121.31279152731588,True
SESS_00739,ReportingAgent,escalate,55.32879113182747,True
SESS_00740,RetrievalAgent,retrieve,384.2991927626004,True
SESS_00741,RetrievalAgent,generate,29.82931102749219,True
SESS_00742,ValidationAgent,generate,662.4557838514794,True
SESS_00743,ReportingAgent,retrieve,31.76014553474152,True
SESS_00744,ReportingAgent,validate,145.5922458253627,True
SESS_00745,ReportingAgent,generate,290.4945924731544,True
SESS_00746,ReportingAgent,generate,372.31863284670305,True
SESS_00747,ReportingAgent,retrieve,55.04844357560747,True
SESS_00748,ReportingAgent,validate,101.11497691456073,True
SESS_00749,ValidationAgent,search,10.0,True
SESS_00750,ValidationAgent,generate,25.924838786046244,True
SESS_00751,ReportingAgent,escalate,52.21595352949776,True
SESS_00752,ValidationAgent,search,165.19669420837096,True
SESS_00753,RetrievalAgent,generate,58.515318465986994,True
SESS_00754,QueryAgent,retrieve,35.919822104550555,True
SESS_00755,QueryAgent,escalate,36.95679003869556,True
SESS_00756,QueryAgent,validate,20.712973338759017,True
SESS_00757,QueryAgent,search,114.27411990027719,True
SESS_00758,RetrievalAgent,validate,330.64700282898434,True
SESS_00759,ReportingAgent,search,111.3553937348371,True
SESS_00760,ValidationAgent,search,257.95040486143847,True
SESS_00761,RetrievalAgent,retrieve,66.32156796048666,True
SESS_00762,ReportingAgent,search,259.1201958685489,True
SESS_00763,ReportingAgent,escalate,253.8632177658918,True
SESS_00764,ReportingAgent,validate,288.06757737355645,True
SESS_00765,QueryAgent,retrieve,63.12027603222238,True
SESS_00766,QueryAgent,validate,277.72340870610236,True
SESS_00767,ValidationAgent,validate,166.7189991067615,True
SESS_00768,ValidationAgent,validate,66.64120616009316,True
SESS_00769,ReportingAgent,validate,44.425626993628086,True
SESS_00770,QueryAgent,search,18.680995528028323,True
SESS_00771,QueryAgent,retrieve,78.1771604787679,True
SESS_00772,ReportingAgent,validate,16.496358147872016,True
SESS_00773,QueryAgent,generate,155.35396064657672,True
SESS_00774,RetrievalAgent,validate,97.29158855822175,True
SESS_00775,QueryAgent,validate,10.0,True
SESS_00776,QueryAgent,validate,184.9130261648901,True
SESS_00777,QueryAgent,generate,30.104657940613347,True
SESS_00778,RetrievalAgent,retrieve,50.996888531307334,True
SESS_00779,ValidationAgent,generate,10.0,True
SESS_00780,ValidationAgent,validate,239.89120405385316,True
SESS_00781,RetrievalAgent,search,26.24291947551084,True
SESS_00782,ValidationAgent,search,61.77188474193143,True
SESS_00783,RetrievalAgent,generate,46.90942397290918,True
SESS_00784,QueryAgent,search,286.805782631436,True
SESS_00785,QueryAgent,validate,142.28432587820814,True
SESS_00786,RetrievalAgent,escalate,302.7300620792674,True
SESS_00787,RetrievalAgent,generate,30.20749273452589,True
SESS_00788,QueryAgent,escalate,51.71750304606974,True
SESS_00789,ReportingAgent,escalate,65.05174939176504,True
SESS_00790,QueryAgent,escalate,151.02957989378777,True
SESS_00791,ValidationAgent,search,218.41901540097632,True
SESS_00792,ReportingAgent,search,21.535946264150176,True
SESS_00793,QueryAgent,generate,509.945828593595,True
SESS_00794,RetrievalAgent,retrieve,439.91355674692704,False
SESS_00795,ReportingAgent,search,263.487198571312,True
SESS_00796,ReportingAgent,validate,10.0,True
SESS_00797,ValidationAgent,generate,26.565232361958817,True
SESS_00798,RetrievalAgent,generate,246.80544033397794,True
SESS_00799,RetrievalAgent,validate,426.24926449600906,True
SESS_00800,ValidationAgent,validate,160.26197738847105,True
SESS_00801,ValidationAgent,search,121.95953636287827,True
SESS_00802,QueryAgent,generate,414.2231328186548,True
SESS_00803,ValidationAgent,generate,25.5600662136128,True
SESS_00804,QueryAgent,generate,47.19803615353829,True
SESS_00805,RetrievalAgent,escalate,10.0,False
SESS_00806,RetrievalAgent,retrieve,448.36780758331486,False
SESS_00807,ReportingAgent,validate,529.0914891502384,True
SESS_00808,QueryAgent,retrieve,325.410105875066,True
SESS_00809,RetrievalAgent,escalate,99.5471425891201,True
SESS_00810,RetrievalAgent,generate,482.0280730243256,True
SESS_00811,QueryAgent,retrieve,25.744335330399565,True
SESS_00812,RetrievalAgent,retrieve,197.5546220171193,True
SESS_00813,QueryAgent,search,96.5826706696532,True
SESS_00814,ReportingAgent,escalate,375.41699652971425,True
SESS_00815,QueryAgent,retrieve,551.4662369456765,True
SESS_00816,ValidationAgent,search,64.59021017440051,True
SESS_00817,QueryAgent,validate,59.17100508393564,True
SESS_00818,ReportingAgent,escalate,25.69951765283728,True
SESS_00819,QueryAgent,retrieve,179.5772407349911,True
SESS_00820,RetrievalAgent,retrieve,502.7243155346624,True
SESS_00821,QueryAgent,search,19.91866505628149,True
SESS_00822,ValidationAgent,search,59.430427030148294,True
SESS_00823,RetrievalAgent,search,45.77492253048241,True
SESS_00824,QueryAgent,retrieve,13.811835887605975,True
SESS_00825,ReportingAgent,retrieve,363.07614630307484,True
SESS_00826,ValidationAgent,validate,144.52654731995926,True
SESS_00827,ValidationAgent,retrieve,355.07462900116246,True
SESS_00828,QueryAgent,validate,52.958360439648274,True
SESS_00829,ValidationAgent,search,182.79876855127762,True
SESS_00830,ValidationAgent,search,421.7539432015215,True
SESS_00831,ValidationAgent,generate,332.01894720180974,True
SESS_00832,RetrievalAgent,generate,136.66621183314084,True
SESS_00833,QueryAgent,search,529.1156630973874,True
SESS_00834,RetrievalAgent,generate,16.011685670545443,True
SESS_00835,ReportingAgent,generate,418.9790309975796,True
SESS_00836,ValidationAgent,validate,68.74236261871603,True
SESS_00837,ValidationAgent,escalate,94.30879093788698,True
SESS_00838,ValidationAgent,escalate,74.77944113049267,True
SESS_00839,ReportingAgent,validate,82.16243588817346,True
SESS_00840,RetrievalAgent,retrieve,270.54472689141613,True
SESS_00841,ReportingAgent,search,96.06705783681222,True
SESS_00842,RetrievalAgent,retrieve,142.25229288145252,True
SESS_00843,ValidationAgent,generate,10.61965069012527,True
SESS_00844,ReportingAgent,generate,47.03900766839183,False
SESS_00845,QueryAgent,generate,10.0,True
SESS_00846,ValidationAgent,search,302.6119527892638,True
SESS_00847,RetrievalAgent,retrieve,89.71856165624274,True
SESS_00848,RetrievalAgent,validate,34.04818597352056,True
SESS_00849,QueryAgent,retrieve,100.61558161475888,False
SESS_00850,QueryAgent,retrieve,10.713156727196305,True
SESS_00851,ReportingAgent,validate,173.7829722406836,True
SESS_00852,QueryAgent,search,13.354335665440178,True
SESS_00853,ReportingAgent,validate,20.831107954256872,True
SESS_00854,ValidationAgent,validate,255.75213818817485,True
SESS_00855,QueryAgent,escalate,46.22489916320688,True
SESS_00856,QueryAgent,validate,170.96940527724246,True
SESS_00857,RetrievalAgent,retrieve,162.16024557766318,True
SESS_00858,ValidationAgent,generate,221.48899045530584,True
SESS_00859,RetrievalAgent,generate,120.17845214247924,True
SESS_00860,QueryAgent,retrieve,238.5484276101366,True
SESS_00861,ReportingAgent,search,162.8016541802586,True
SESS_00862,ReportingAgent,search,610.414315130077,True
SESS_00863,ValidationAgent,validate,75.4893136694659,True
SESS_00864,RetrievalAgent,generate,143.02936049474906,False
SESS_00865,ReportingAgent,generate,315.87025794916235,True
SESS_00866,RetrievalAgent,search,10.0,True
SESS_00867,ValidationAgent,generate,253.00803342480836,True
SESS_00868,QueryAgent,search,40.99287816834014,True
SESS_00869,RetrievalAgent,retrieve,14.414196300161457,True
SESS_00870,ValidationAgent,validate,24.858745918032028,True
SESS_00871,QueryAgent,validate,74.03573712846472,True
SESS_00872,ValidationAgent,generate,157.84576202096403,True
SESS_00873,ValidationAgent,retrieve,477.4476688680376,True
SESS_00874,QueryAgent,generate,302.44507912619696,True
SESS_00875,QueryAgent,escalate,10.119278966233953,True
SESS_00876,QueryAgent,escalate,11.873165657153638,True
SESS_00877,QueryAgent,search,343.96097170651296,True
SESS_00878,RetrievalAgent,search,168.18527487335896,True
SESS_00879,ReportingAgent,search,217.8152731499939,True
SESS_00880,RetrievalAgent,generate,263.219850393551,True
SESS_00881,QueryAgent,validate,386.32852207261476,False
SESS_00882,RetrievalAgent,search,73.28093441017813,True
SESS_00883,RetrievalAgent,generate,438.03188754749556,True
SESS_00884,ValidationAgent,search,249.02134122511362,True
SESS_00885,QueryAgent,search,83.69193605977817,True
SESS_00886,ValidationAgent,validate,39.82498028935879,True
SESS_00887,QueryAgent,validate,10.0,True
SESS_00888,ValidationAgent,retrieve,245.94923309204964,True
SESS_00889,ValidationAgent,generate,16.296757382738114,True
SESS_00890,ReportingAgent,validate,24.992020756464306,False
SESS_00891,ValidationAgent,retrieve,10.63017223533163,True
SESS_00892,ValidationAgent,generate,69.25570836897012,True
SESS_00893,RetrievalAgent,validate,180.87675762932963,True
SESS_00894,QueryAgent,escalate,144.32512376294636,True
SESS_00895,ValidationAgent,validate,259.3352635281079,True
SESS_00896,ValidationAgent,retrieve,186.50921572252489,True
SESS_00897,ReportingAgent,validate,391.22688635656306,True
SESS_00898,ReportingAgent,generate,85.10058807434464,True
SESS_00899,ValidationAgent,validate,300.5205351889466,True
SESS_00900,QueryAgent,generate,115.40871818024247,True
SESS_00901,QueryAgent,search,10.0,True
SESS_00902,RetrievalAgent,generate,89.15253578481637,True
SESS_00903,ReportingAgent,generate,27.47244721275586,True
SESS_00904,QueryAgent,generate,13.55187501098672,True
SESS_00905,ReportingAgent,generate,192.91628635521892,True
SESS_00906,ValidationAgent,generate,209.3239441206265,True
SESS_00907,QueryAgent,retrieve,169.81337180058233,True
SESS_00908,QueryAgent,escalate,79.41112523709893,True
SESS_00909,ValidationAgent,generate,392.4499287409682,True
SESS_00910,ReportingAgent,retrieve,34.660708130699334,True
SESS_00911,RetrievalAgent,validate,23.516796676522812,True
SESS_00912,ValidationAgent,generate,12.247289084329841,True
SESS_00913,ReportingAgent,generate,49.65518950161479,True
SESS_00914,ReportingAgent,escalate,56.08423454465362,True
SESS_00915,ValidationAgent,validate,170.44366454351984,True
SESS_00916,ValidationAgent,escalate,213.68033339868373,True
SESS_00917,RetrievalAgent,generate,634.390714634743,True
SESS_00918,QueryAgent,retrieve,89.08754069546733,True
SESS_00919,ValidationAgent,validate,139.89580712010573,True
SESS_00920,RetrievalAgent,validate,13.848791062878188,True
SESS_00921,RetrievalAgent,escalate,62.36055731895877,False
SESS_00922,ReportingAgent,validate,179.97887964738788,True
SESS_00923,ValidationAgent,generate,344.9517616826895,True
SESS_00924,ReportingAgent,escalate,247.37295223720628,True
SESS_00925,ValidationAgent,generate,321.5063073616181,True
SESS_00926,ReportingAgent,escalate,325.3164278884887,True
SESS_00927,RetrievalAgent,generate,55.370075487374265,True
SESS_00928,ReportingAgent,search,11.62434017460316,True
SESS_00929,ValidationAgent,search,56.83144459965882,True
SESS_00930,RetrievalAgent,search,158.21418375234407,True
SESS_00931,QueryAgent,escalate,174.48414388874113,True
SESS_00932,ValidationAgent,escalate,78.14678594841382,False
SESS_00933,QueryAgent,validate,13.8235132186309,True
SESS_00934,ValidationAgent,generate,43.642602073817294,True
SESS_00935,RetrievalAgent,retrieve,132.17586475729934,True
SESS_00936,RetrievalAgent,generate,211.53119143575748,True
SESS_00937,RetrievalAgent,escalate,118.05160090194079,True
SESS_00938,ReportingAgent,retrieve,261.7412264802485,True
SESS_00939,ValidationAgent,search,130.3030655717577,True
SESS_00940,RetrievalAgent,generate,55.08957953802738,True
SESS_00941,RetrievalAgent,validate,99.00649651761437,True
SESS_00942,RetrievalAgent,search,21.265988393961358,True
SESS_00943,ReportingAgent,escalate,119.56797533749504,True
SESS_00944,ReportingAgent,generate,55.252455598294716,True
SESS_00945,ValidationAgent,escalate,46.127797670422126,True
SESS_00946,QueryAgent,search,341.4789882653896,True
SESS_00947,ReportingAgent,validate,66.52685670122209,True
SESS_00948,ReportingAgent,validate,49.36914157156058,True
SESS_00949,ValidationAgent,generate,1000.0,True
SESS_00950,RetrievalAgent,retrieve,55.0697195218463,True
SESS_00951,ReportingAgent,retrieve,11.795137044357487,True
SESS_00952,ReportingAgent,retrieve,82.57470207839674,True
SESS_00953,ReportingAgent,validate,396.92307857914653,False
SESS_00954,RetrievalAgent,retrieve,157.71625161825727,True
SESS_00955,RetrievalAgent,search,95.1036586985048,True
SESS_00956,ValidationAgent,validate,70.71143545671167,True
SESS_00957,QueryAgent,generate,251.28520973023086,True
SESS_00958,RetrievalAgent,validate,66.28559311059786,True
SESS_00959,ValidationAgent,search,34.670143396792376,True
SESS_00960,ValidationAgent,retrieve,135.96771046009835,True
SESS_00961,QueryAgent,search,82.11293750510832,True
SESS_00962,QueryAgent,escalate,152.89037143734978,True
SESS_00963,ReportingAgent,search,155.5333974171678,True
SESS_00964,ReportingAgent,escalate,177.18776971883113,True
SESS_00965,ReportingAgent,escalate,74.71379061679649,True
SESS_00966,QueryAgent,escalate,90.2518790736597,True
SESS_00967,QueryAgent,escalate,129.2560224693397,True
SESS_00968,RetrievalAgent,escalate,10.0,True
SESS_00969,ValidationAgent,validate,129.4657622438208,False
SESS_00970,ReportingAgent,retrieve,94.1187000882023,True
SESS_00971,QueryAgent,search,450.70352950895864,True
SESS_00972,QueryAgent,generate,25.38147118933973,True
SESS_00973,ReportingAgent,validate,99.64565254486268,True
SESS_00974,ValidationAgent,validate,29.69868574022897,True
SESS_00975,RetrievalAgent,search,34.05964056651102,True
SESS_00976,QueryAgent,search,86.12972562524712,True
SESS_00977,ValidationAgent,validate,60.512325137089185,True
SESS_00978,ReportingAgent,retrieve,661.244651440325,True
SESS_00979,ReportingAgent,search,53.43451836024193,True
SESS_00980,ReportingAgent,retrieve,60.02034328373843,True
SESS_00981,ValidationAgent,search,203.73401496858824,True
SESS_00982,RetrievalAgent,escalate,33.62404075214736,True
SESS_00983,RetrievalAgent,generate,12.446286004048824,True
SESS_00984,QueryAgent,validate,10.0,True
SESS_00985,ReportingAgent,search,68.13399896658196,True
SESS_00986,ValidationAgent,retrieve,42.33524377184088,True
SESS_00987,ValidationAgent,search,357.8055743358932,True
SESS_00988,ValidationAgent,validate,184.37653919583806,True
SESS_00989,ValidationAgent,retrieve,222.78146367248806,True
SESS_00990,ValidationAgent,retrieve,270.32155167632834,True
SESS_00991,RetrievalAgent,validate,147.13271588738596,True
SESS_00992,ReportingAgent,search,34.761557017765305,True
SESS_00993,ValidationAgent,search,68.58108559865202,True
